cB_1.started,cB_1.stopped,textWelcome.started,textWelcome.stopped,keyWelcome.keys,keyWelcome.rt,keyWelcome.started,keyWelcome.stopped,out_0.keys,out_0.started,out_0.stopped,cB_2.started,cB_2.stopped,textInstructions.started,textInstructions.stopped,keyInstructions.keys,keyInstructions.rt,keyInstructions.started,keyInstructions.stopped,out_1.keys,out_1.started,out_1.stopped,cB.started,cB.stopped,textInstructions_2.started,textInstructions_2.stopped,keyInstructions_2.keys,keyInstructions_2.rt,keyInstructions_2.started,keyInstructions_2.stopped,out.keys,out.started,out.stopped,typedWord,displayText.started,displayText.stopped,copyText.started,copyText.stopped,participant,session,date,expName,psychopyVersion,frameRate,
10.831408099969849,None,10.831408099969849,None,return,0.3259493999648839,12.80875660001766,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Feb_25_1052,so_be_u_00,3.2.4,59.30719703967314,
,,,,,,,,None,10.831408099969849,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Feb_25_1052,so_be_u_00,3.2.4,59.30719703967314,
,,,,,,,,,,,13.149619399977382,None,13.149619399977382,None,c,4.257609300024342,15.124817700008862,None,,,,,,,,,,,,,,,,,,,,,001,2020_Feb_25_1052,so_be_u_00,3.2.4,59.30719703967314,
,,,,,,,,,,,,,,,,,,,None,13.149619399977382,None,,,,,,,,,,,,,,,,,,001,2020_Feb_25_1052,so_be_u_00,3.2.4,59.30719703967314,
,,,,,,,,,,,,,,,,,,,,,,19.398694399977103,None,19.398694399977103,None,c,5.539083099982236,21.374366000003647,None,,,,,,,,,,001,2020_Feb_25_1052,so_be_u_00,3.2.4,59.30719703967314,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,19.398694399977103,None,,,,,,,001,2020_Feb_25_1052,so_be_u_00,3.2.4,59.30719703967314,
,,,,,,,,,,,,,,,,,,,,,,26.92978140001651,None,,,,,,,None,26.92978140001651,None,escape,26.92978140001651,None,26.92978140001651,None,,001,2020_Feb_25_1052,so_be_u_00,3.2.4,59.30719703967314,
