buffer.thisRepN,buffer.thisTrialN,buffer.thisN,buffer.thisIndex,trialsSb.thisRepN,trialsSb.thisTrialN,trialsSb.thisN,trialsSb.thisIndex,playerId,avatarFile,actionLabel,correctResponse,textWelcome.started,textWelcome.stopped,keyWelcome.keys,keyWelcome.rt,keyWelcome.started,keyWelcome.stopped,text_3.started,text_3.stopped,text_2.started,text_2.stopped,text_4.started,text_4.stopped,text_5.started,text_5.stopped,text_6.started,text_6.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,6.625800300040282,None,space,0.5452370999846607,8.614912200020626,None,,,,,,,,,,,,001,2020_Feb_03_1306,first_sbtg,3.2.4,58.440571773627866,
0,0,0,0,,,,,,,,,,,,,,,9.176497500040568,None,9.692011200007983,10.69443949998822,10.677369700046256,11.190900500048883,11.173981200088747,11.684708300046623,11.684708300046623,None,,001,2020_Feb_03_1306,first_sbtg,3.2.4,58.440571773627866,
1,0,1,0,,,,,,,,,,,,,,,,,12.177732600015588,13.181810399983078,13.147853899979964,13.660129700088874,13.660129700088874,14.1724129000213,14.153758100001141,None,,001,2020_Feb_03_1306,first_sbtg,3.2.4,58.440571773627866,
2,0,2,0,,,,,,,,,,,,,,,,,14.66888650006149,15.676392000052147,15.642497600056231,16.151621200027876,16.151621200027876,16.66473110008519,16.64778210001532,14.66888650006149,,001,2020_Feb_03_1306,first_sbtg,3.2.4,58.440571773627866,
3,0,3,0,,,,,,,,,,,,,,,,,17.157716599991545,18.164787800051272,18.130916900001466,18.642934400006197,18.626157400081865,19.140227199997753,19.140227199997753,17.157716599991545,,001,2020_Feb_03_1306,first_sbtg,3.2.4,58.440571773627866,
4,0,4,0,,,,,,,,,,,,,,,,,19.647774700075388,20.65174800006207,20.617605500039645,21.12864490004722,21.12864490004722,21.641826800070703,21.62500080000609,19.647774700075388,,001,2020_Feb_03_1306,first_sbtg,3.2.4,58.440571773627866,
