textWelcome.started,textWelcome.stopped,keyWelcome.keys,keyWelcome.rt,keyWelcome.started,keyWelcome.stopped,participant,session,date,expName,psychopyVersion,frameRate,
6.526330399967264,None,return,1.1247484000050463,8.499893000000156,None,,001,2020_Feb_03_1134,first_sbtg,3.2.4,58.320225869694916,
