playerId,avatarFile,actionLabel,correctResponse,buffer.thisRepN,buffer.thisTrialN,buffer.thisN,buffer.thisIndex,trialsSb.thisRepN,trialsSb.thisTrialN,trialsSb.thisN,trialsSb.thisIndex,textWelcome.started,textWelcome.stopped,keyWelcome.keys,keyWelcome.rt,keyWelcome.started,keyWelcome.stopped,text_3.started,text_3.stopped,text_2.started,text_2.stopped,text_4.started,text_4.stopped,text_5.started,text_5.stopped,text_6.started,text_6.stopped,textSb.started,textSb.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,5.9726744999643415,None,space,2.2978238000068814,7.946557599934749,None,,,,,,,,,,,,,,001,2020_Feb_03_1157,first_sbtg,3.2.4,58.0477047657686,
,,,,0,0,0,0,,,,,,,,,,,10.261055400012992,None,10.775608099997044,11.781884099938907,11.74746340001002,12.2590095999185,12.241762100020424,12.753864199970849,12.753864199970849,None,,,,001,2020_Feb_03_1157,first_sbtg,3.2.4,58.0477047657686,
,,,,1,0,1,0,,,,,,,,,,,,,13.264548999955878,14.26933169993572,14.236131399986334,14.746038799989037,14.746038799989037,15.259211499942467,15.241291199927218,None,,,,001,2020_Feb_03_1157,first_sbtg,3.2.4,58.0477047657686,
,,,,2,0,2,0,,,,,,,,,,,,,15.752740499912761,16.756737799965777,16.722344500012696,17.234246199950576,17.234246199950576,17.743602699949406,17.72664150001947,15.752740499912761,,,,001,2020_Feb_03_1157,first_sbtg,3.2.4,58.0477047657686,
,,,,3,0,3,0,,,,,,,,,,,,,18.237980299978517,19.242889399989508,19.209018699941225,19.719322599936277,19.719322599936277,20.23338629992213,20.215997299994342,18.237980299978517,,,,001,2020_Feb_03_1157,first_sbtg,3.2.4,58.0477047657686,
,,,,4,0,4,0,,,,,,,,,,,,,20.72649349994026,21.733506899909116,21.70010449993424,22.209953699959442,22.209953699959442,22.721802999963984,22.705346999922767,20.72649349994026,,,,001,2020_Feb_03_1157,first_sbtg,3.2.4,58.0477047657686,
Paul,images/avatar1.tiff,trust,trust,,,,,0,0,0,4,,,,,,,25.26992260001134,None,,,,,,,,,23.281538299983367,None,,001,2020_Feb_03_1157,first_sbtg,3.2.4,58.0477047657686,
