trialsSb.thisRepN,trialsSb.thisTrialN,trialsSb.thisN,trialsSb.thisIndex,playerId,avatarFile,actionLabel,correctResponse,textWelcome.started,textWelcome.stopped,keyWelcome.keys,keyWelcome.rt,keyWelcome.started,keyWelcome.stopped,text_3.started,text_3.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,6.609268300002441,None,space,0.528577100019902,8.582824799988884,None,,,,001,2020_Feb_03_1145,first_sbtg,3.2.4,58.21294411426102,
,,,,,,,,,,,,,,9.127271899953485,None,,,,,,,
