playerAn,playerId,avatarFile,choiceLabel,actionLabel,actionRound,bufferLoop.thisRepN,bufferLoop.thisTrialN,bufferLoop.thisN,bufferLoop.thisIndex,trials_0.thisRepN,trials_0.thisTrialN,trials_0.thisN,trials_0.thisIndex,sbLoop_0.thisRepN,sbLoop_0.thisTrialN,sbLoop_0.thisN,sbLoop_0.thisIndex,sliders_0.thisRepN,sliders_0.thisTrialN,sliders_0.thisN,sliders_0.thisIndex,sliderID,sliderText,sliderMin,sliderMax,sliderChoices,cB_1.started,cB_1.stopped,textWelcome.started,textWelcome.stopped,keyWelcome.keys,keyWelcome.started,keyWelcome.stopped,out_0.keys,out_0.rt,out_0.started,out_0.stopped,cB_2.started,cB_2.stopped,textInstructions.started,textInstructions.stopped,keyInstructions.keys,keyInstructions.started,keyInstructions.stopped,out_1.keys,out_1.rt,out_1.started,out_1.stopped,cB_12.started,cB_12.stopped,textInstructions_2.started,textInstructions_2.stopped,keyInstructions_2.keys,keyInstructions_2.started,keyInstructions_2.stopped,out_3.keys,out_3.rt,out_3.started,out_3.stopped,cB.started,cB.stopped,typedWord,displayText.started,displayText.stopped,copyText.started,copyText.stopped,out.keys,out.started,out.stopped,cB_3.started,cB_3.stopped,textServer.started,textServer.stopped,keyServer.keys,keyServer.started,keyServer.stopped,out_2.keys,out_2.rt,out_2.started,out_2.stopped,cB_4.started,cB_4.stopped,text_1.started,text_1.stopped,text_2.started,text_2.stopped,text_3.started,text_3.stopped,text_4.started,text_4.stopped,cB_5.started,cB_5.stopped,idle.started,idle.stopped,idle_2.started,idle_2.stopped,idle_3.started,idle_3.stopped,idle_4.started,idle_4.stopped,idle_5.started,idle_5.stopped,idle_6.started,idle_6.stopped,idle_7.started,idle_7.stopped,ilde_8.started,ilde_8.stopped,idle_9.started,idle_9.stopped,idle_10.started,idle_10.stopped,idle_11.started,idle_11.stopped,idle_12.started,idle_12.stopped,cB_6.started,cB_6.stopped,sBInstructions.started,sBInstructions.stopped,keySbInstructions.keys,keySbInstructions.rt,keySbInstructions.started,keySbInstructions.stopped,out_sb.keys,out_sb.started,out_sb.stopped,cB_8.started,cB_8.stopped,text.started,text.stopped,imagesbRnd.started,imagesbRnd.stopped,sbChoice.response,sbChoice.rt,sbChoice.history,sbChoice.started,sbChoice.stopped,text_6.started,text_6.stopped,cB_9.started,cB_9.stopped,text_7.started,text_7.stopped,totalMoney,paulMoney,lukasMoney,cbFb.started,cbFb.stopped,textFb.started,textFb.stopped,out_Fb.keys,out_Fb.started,out_Fb.stopped,cbBuf.started,cbBuf.stopped,text_8.started,text_8.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.167479799943976,None,16.337389299995266,16.64486160001252,16.64486160001252,16.85063659993466,16.85063659993466,16.951320599997416,16.951320599997416,17.088866999954917,17.088866999954917,17.244074299931526,17.244074299931526,17.400416199932806,17.400416199932806,17.485841599991545,17.485841599991545,17.99972770002205,17.99972770002205,18.515395700000226,18.498516699997708,19.007174600032158,18.990415500011295,19.502329499926418,19.485432400018908,19.63863920001313,20.21788310003467,None,20.406819200026803,None,c,1.1664600999793038,22.207115500001237,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Feb_27_1127,so_be_u_00,3.2.4,58.10305160213513,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,20.21788310003467,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Feb_27_1127,so_be_u_00,3.2.4,58.10305160213513,
PlayerA,Paul,images/avatar1.jpg,reciprocate,1,0,,,,,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.593386800028384,None,23.593386800028384,None,23.593386800028384,None,6,1.054,"[('5', 0.0), ('6', 0.746), ('6', 1.054)]",0.015000120038166642,None,23.593386800028384,None,24.654525200021453,None,24.654525200021453,None,6,6,0,26.673173399991356,None,26.673173399991356,None,None,26.673173399991356,None,31.659571700030938,None,31.830418099998496,32.430636500008404,,001,2020_Feb_27_1127,so_be_u_00,3.2.4,58.10305160213513,
PlayerB,Lukas,images/avatar2.jpg,reciprocate,1,0,,,,,0,0,0,1,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.72075159999076,None,32.72075159999076,None,32.72075159999076,None,6,0.996,"[('5', 0.0), ('6', 0.619), ('6', 0.996)]",0.004819030058570206,None,32.72075159999076,None,33.72602791003883,None,33.72602791003883,None,12,6,6,33.747118299943395,None,33.747118299943395,None,None,33.747118299943395,None,38.73237809992861,None,38.902735300012864,39.50169139995705,,001,2020_Feb_27_1127,so_be_u_00,3.2.4,58.10305160213513,
PlayerA,Paul,images/avatar1.jpg,reciprocate,1,0,,,,,0,0,0,1,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.809285199968144,None,39.809285199968144,None,39.809285199968144,None,7,0.889,"[('5', 0.0), ('6', 0.463), ('7', 0.685), ('7', 0.889)]",0.01692545006517321,None,39.809285199968144,None,40.712357910024004,None,40.712357910024004,None,19,13,6,40.73377069993876,None,40.73377069993876,None,None,40.73377069993876,None,45.72632329992484,None,45.89655269996729,46.49584769993089,,001,2020_Feb_27_1127,so_be_u_00,3.2.4,58.10305160213513,
PlayerB,Lukas,images/avatar2.jpg,reciprocate,1,0,,,,,0,0,0,1,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.78493680001702,None,46.78493680001702,None,46.78493680001702,None,7,0.927,"[('5', 0.0), ('6', 0.499), ('7', 0.705), ('7', 0.926)]",0.006817540037445724,None,46.78493680001702,None,47.72393969993573,None,47.72393969993573,None,26,13,13,51.74226049997378,None,51.74226049997378,None,None,51.74226049997378,None,56.73252349998802,None,56.90482339996379,57.504859999986365,,001,2020_Feb_27_1127,so_be_u_00,3.2.4,58.10305160213513,
PlayerA,Paul,images/avatar1.jpg,reciprocate,1,0,,,,,0,0,0,1,1,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.81136960000731,None,57.81136960000731,None,57.81136960000731,None,5,1.463,"[('5', 0.0), ('5', 1.463)]",0.015191350132226944,None,57.81136960000731,None,59.27416429994628,None,59.27416429994628,None,31,18,13,60.30282590002753,None,60.30282590002753,None,None,60.30282590002753,None,65.29749140003696,None,65.46965420001652,66.08245680003893,,001,2020_Feb_27_1127,so_be_u_00,3.2.4,58.10305160213513,
PlayerB,Lukas,images/avatar2.jpg,reciprocate,1,0,,,,,0,0,0,1,1,1,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.32024849997833,None,66.32024849997833,None,66.32024849997833,None,7,1.042,"[('5', 0.0), ('6', 0.597), ('7', 0.802), ('7', 1.042)]",0.0029785200022161007,None,66.32024849997833,None,67.37699769996107,None,67.37699769996107,None,38,18,20,71.40440250001848,None,71.40440250001848,None,None,71.40440250001848,None,76.40081789996475,None,76.57117050001398,77.18544639996253,,001,2020_Feb_27_1127,so_be_u_00,3.2.4,58.10305160213513,
PlayerA,Paul,images/avatar1.jpg,reciprocate,1,0,,,,,0,0,0,1,1,2,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.47520690003876,None,77.47520690003876,None,77.47520690003876,None,6,0.82,"[('5', 0.0), ('6', 0.512), ('6', 0.82)]",0.015535949962213635,None,77.47520690003876,None,78.29439029993955,None,78.29439029993955,None,44,24,20,79.31975040002726,None,79.31975040002726,None,None,79.31975040002726,None,84.31068280001637,None,84.48456649994478,85.09867620002478,,001,2020_Feb_27_1127,so_be_u_00,3.2.4,58.10305160213513,
PlayerB,Lukas,images/avatar2.jpg,reciprocate,1,0,,,,,0,0,0,1,1,3,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.3857559999451,None,85.3857559999451,None,85.3857559999451,None,6,0.877,"[('5', 0.0), ('6', 0.569), ('6', 0.877)]",0.007209939998574555,None,85.3857559999451,None,86.27350330003537,None,86.27350330003537,None,50,24,26,87.30462049995549,None,87.30462049995549,None,None,87.30462049995549,None,92.29625270003453,None,92.46560340002179,93.08202209998854,,001,2020_Feb_27_1127,so_be_u_00,3.2.4,58.10305160213513,
