playerAn,playerId,avatarFile,choiceLabel,actionLabel,actionRound,sliderID,sliderText,sliderMin,sliderMax,sliderChoices,bufferLoop.thisRepN,bufferLoop.thisTrialN,bufferLoop.thisN,bufferLoop.thisIndex,sbLoop_0.thisRepN,sbLoop_0.thisTrialN,sbLoop_0.thisN,sbLoop_0.thisIndex,sliders_0.thisRepN,sliders_0.thisTrialN,sliders_0.thisN,sliders_0.thisIndex,buffer_0.thisRepN,buffer_0.thisTrialN,buffer_0.thisN,buffer_0.thisIndex,trials_1.thisRepN,trials_1.thisTrialN,trials_1.thisN,trials_1.thisIndex,sbLoop_1.thisRepN,sbLoop_1.thisTrialN,sbLoop_1.thisN,sbLoop_1.thisIndex,sliders_1.thisRepN,sliders_1.thisTrialN,sliders_1.thisN,sliders_1.thisIndex,buffer_1.thisRepN,buffer_1.thisTrialN,buffer_1.thisN,buffer_1.thisIndex,cB_1.started,cB_1.stopped,textWelcome.started,textWelcome.stopped,keyWelcome.keys,keyWelcome.started,keyWelcome.stopped,out_0.keys,out_0.rt,out_0.started,out_0.stopped,cB_2.started,cB_2.stopped,textInstructions.started,textInstructions.stopped,keyInstructions.keys,keyInstructions.started,keyInstructions.stopped,out_1.keys,out_1.rt,out_1.started,out_1.stopped,cB_12.started,cB_12.stopped,textInstructions_2.started,textInstructions_2.stopped,keyInstructions_2.keys,keyInstructions_2.started,keyInstructions_2.stopped,out_3.keys,out_3.rt,out_3.started,out_3.stopped,cB.started,cB.stopped,typedWord,displayText.started,displayText.stopped,copyText.started,copyText.stopped,out.keys,out.started,out.stopped,cB_3.started,cB_3.stopped,textServer.started,textServer.stopped,keyServer.keys,keyServer.started,keyServer.stopped,out_2.keys,out_2.rt,out_2.started,out_2.stopped,cB_4.started,cB_4.stopped,text_1.started,text_1.stopped,text_2.started,text_2.stopped,text_3.started,text_3.stopped,text_4.started,text_4.stopped,cB_5.started,cB_5.stopped,idle.started,idle.stopped,idle_2.started,idle_2.stopped,idle_3.started,idle_3.stopped,idle_4.started,idle_4.stopped,idle_5.started,idle_5.stopped,idle_6.started,idle_6.stopped,idle_7.started,idle_7.stopped,ilde_8.started,ilde_8.stopped,idle_9.started,idle_9.stopped,idle_10.started,idle_10.stopped,idle_11.started,idle_11.stopped,idle_12.started,idle_12.stopped,cB_6.started,cB_6.stopped,sBInstructions.started,sBInstructions.stopped,keySbInstructions.keys,keySbInstructions.rt,keySbInstructions.started,keySbInstructions.stopped,out_sb.keys,out_sb.started,out_sb.stopped,cB_8.started,cB_8.stopped,text.started,text.stopped,imagesbRnd.started,imagesbRnd.stopped,sbChoice.response,sbChoice.rt,sbChoice.history,sbChoice.started,sbChoice.stopped,text_6.started,text_6.stopped,cB_9.started,cB_9.stopped,text_7.started,text_7.stopped,totalMoney,paulMoney,lukasMoney,cbFb.started,cbFb.stopped,textFb.started,textFb.stopped,out_Fb.keys,out_Fb.started,out_Fb.stopped,cbBuf.started,cbBuf.stopped,text_8.started,text_8.stopped,cB_11.started,cB_11.stopped,rating.response,rating.rt,rating.started,rating.stopped,participant,session,date,expName,psychopyVersion,frameRate,
PlayerB,Lukas,images/avatar2.jpg,reciprocate,1,1,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,2,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.55067230004352,None,124.55067230004352,None,124.55067230004352,None,4,1.089,"[('5', 0.0), ('4', 0.733), ('4', 1.089)]",0.013715000008232892,None,124.55067230004352,None,125.65528589999303,None,125.65528589999303,None,44,12,32,127.68772639997769,None,127.68772639997769,None,None,127.68772639997769,None,132.6753342000302,None,132.84627810004167,133.446112500038,,,,,,,,001,2020_Feb_27_1100,so_be_u_00,3.2.4,58.676424155334374,
PlayerA,Paul,images/avatar1.jpg,reciprocate,1,1,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,3,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133.78580910002347,None,133.78580910002347,None,133.78580910002347,None,5,2.478,"[('5', 0.0), ('5', 2.478)]",0.0027504999889060855,None,133.78580910002347,None,136.27419909997843,None,136.27419909997843,None,49,17,32,140.3048743000254,None,140.3048743000254,None,None,140.3048743000254,None,145.3000436000293,None,145.47069170000032,146.08456450002268,,,,,,,,001,2020_Feb_27_1100,so_be_u_00,3.2.4,58.676424155334374,
PlayerA,Paul,images/avatar1.jpg,keep the investment,0,1,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,4,4,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.3413758999668,None,146.3413758999668,None,146.3413758999668,None,5,0.582,"[('5', 0.0), ('5', 0.582)]",0.01570350001566112,None,146.3413758999668,None,146.9367241000291,None,146.9367241000291,None,49,17,32,148.97033529996406,None,148.97033529996406,None,None,148.97033529996406,None,153.9566507000709,None,154.125349799986,154.74019000004046,,,,,,,,001,2020_Feb_27_1100,so_be_u_00,3.2.4,58.676424155334374,
PlayerA,Paul,images/avatar1.jpg,keep the investment,0,1,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,5,5,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.01226950006094,None,155.01226950006094,None,155.01226950006094,None,5,1.198,"[('5', 0.0), ('5', 1.198)]",0.016200099955312908,None,155.01226950006094,None,156.22352550004143,None,156.22352550004143,None,49,17,32,159.22368789999746,None,159.22368789999746,None,None,159.22368789999746,None,164.2337886999594,None,164.40473860001657,165.01946280000266,,,,,,,,001,2020_Feb_27_1100,so_be_u_00,3.2.4,58.676424155334374,
PlayerA,Paul,images/avatar1.jpg,reciprocate,1,1,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,6,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.29251759999897,None,165.29251759999897,None,165.29251759999897,None,5,0.599,"[('5', 0.0), ('5', 0.599)]",0.015341399936005473,None,165.29251759999897,None,165.9040013999911,None,165.9040013999911,None,54,22,32,166.90474280004855,None,166.90474280004855,None,None,166.90474280004855,None,171.9188999000471,None,172.08876880002208,172.7020772000542,,,,,,,,001,2020_Feb_27_1100,so_be_u_00,3.2.4,58.676424155334374,
PlayerA,Paul,images/avatar1.jpg,reciprocate,1,1,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,7,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.96223120007198,None,172.96223120007198,None,172.96223120007198,None,5,0.935,"[('5', 0.0), ('5', 0.935)]",0.011747000040486455,None,172.96223120007198,None,173.91140180006624,None,173.91140180006624,None,59,27,32,173.93228680000175,None,173.93228680000175,None,None,173.93228680000175,None,178.92602090002038,None,179.10263820004184,179.7164660000708,,,,,,,,001,2020_Feb_27_1100,so_be_u_00,3.2.4,58.676424155334374,
PlayerB,Lukas,images/avatar2.jpg,keep the investment,0,1,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,8,8,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179.954620399978,None,179.954620399978,None,179.954620399978,None,5,0.615,"[('5', 0.0), ('5', 0.615)]",0.0009182000067085028,None,179.954620399978,None,180.58438730007038,None,180.58438730007038,None,59,27,32,182.61321720003616,None,182.61321720003616,None,None,182.61321720003616,None,187.60314500005916,None,187.7740546000423,188.38813770003617,,,,,,,,001,2020_Feb_27_1100,so_be_u_00,3.2.4,58.676424155334374,
PlayerB,Lukas,images/avatar2.jpg,keep the investment,0,1,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,9,9,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188.62722180003766,None,188.62722180003766,None,188.62722180003766,None,5,0.552,"[('5', 0.0), ('5', 0.552)]",0.0022171001182869077,None,188.62722180003766,None,189.19007720001974,None,189.19007720001974,None,59,27,32,189.19019069999922,None,189.19019069999922,None,None,189.19019069999922,None,194.20235799998045,None,194.37456769996788,194.9738049999578,,,,,,,,001,2020_Feb_27_1100,so_be_u_00,3.2.4,58.676424155334374,
PlayerB,Lukas,images/avatar2.jpg,keep the investment,0,1,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,10,10,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195.21269700000994,None,195.21269700000994,None,195.21269700000994,None,5,1.06,"[('5', 0.0), ('5', 1.06)]",0.001519199926406145,None,195.21269700000994,None,196.28701690002345,None,196.28701690002345,None,59,27,32,200.3142759000184,None,200.3142759000184,None,None,200.3142759000184,None,205.30163949995767,None,205.4745104999747,206.0880632000044,,,,,,,,001,2020_Feb_27_1100,so_be_u_00,3.2.4,58.676424155334374,
PlayerB,Lukas,images/avatar2.jpg,reciprocate,1,1,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,11,11,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206.33032920002006,None,206.33032920002006,None,206.33032920002006,None,5,0.613,"[('5', 0.0), ('5', 0.613)]",0.011077500064857304,None,206.33032920002006,None,206.9591039000079,None,206.9591039000079,None,64,27,37,208.98745839996263,None,208.98745839996263,None,None,208.98745839996263,None,213.97748120001052,None,214.14744570001494,214.76172439998481,,,,,,,,001,2020_Feb_27_1100,so_be_u_00,3.2.4,58.676424155334374,
PlayerA,Paul,images/avatar1.jpg,reciprocate,1,1,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,12,12,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215.08604059997015,None,215.08604059997015,None,215.08604059997015,None,5,0.64,"[('5', 0.0), ('5', 0.64)]",0.005204100045375526,None,215.08604059997015,None,215.73367370001506,None,215.73367370001506,None,69,32,37,219.7628644000506,None,219.7628644000506,None,None,219.7628644000506,None,224.75073109997902,None,224.92131190001965,225.53620309999678,,,,,,,,001,2020_Feb_27_1100,so_be_u_00,3.2.4,58.676424155334374,
PlayerB,Lukas,images/avatar2.jpg,keep the investment,0,1,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,13,13,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225.79048009996768,None,225.79048009996768,None,225.79048009996768,None,5,0.717,"[('5', 0.0), ('5', 0.717)]",0.0006705999840050936,None,225.79048009996768,None,226.52218339999672,None,226.52218339999672,None,69,32,37,231.55560670001432,None,231.55560670001432,None,None,231.55560670001432,None,236.54594430001453,None,236.71782949997578,237.33004440006334,,,,,,,,001,2020_Feb_27_1100,so_be_u_00,3.2.4,58.676424155334374,
PlayerA,Paul,images/avatar1.jpg,reciprocate,1,1,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,14,14,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,237.62281069997698,None,237.62281069997698,None,237.62281069997698,None,6,1.316,"[('5', 0.0), ('6', 0.956), ('6', 1.316)]",0.015110700041987002,None,237.62281069997698,None,238.95077200001106,None,238.95077200001106,None,75,38,37,241.9846200000029,None,241.9846200000029,None,None,241.9846200000029,None,246.97318630001973,None,247.1430436000228,247.74349370005075,,,,,,,,001,2020_Feb_27_1100,so_be_u_00,3.2.4,58.676424155334374,
PlayerA,Paul,images/avatar1.jpg,reciprocate,1,1,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,15,15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,248.03719930001535,None,248.03719930001535,None,248.03719930001535,None,0,2.593,"[('5', 0.0), ('4', 1.567), ('3', 1.773), ('2', 1.93), ('1', 2.086), ('0', 2.202), ('0', 2.593)]",0.01244540000334382,None,248.03719930001535,None,250.6459990000585,None,250.6459990000585,None,75,38,37,251.66866139997728,None,251.66866139997728,None,None,251.66866139997728,None,256.65837219997775,None,256.8288716999814,257.44033530005254,,,,,,,,001,2020_Feb_27_1100,so_be_u_00,3.2.4,58.676424155334374,
PlayerB,Lukas,images/avatar2.jpg,keep the investment,0,1,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,16,16,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,257.7294180999743,None,257.7294180999743,None,257.7294180999743,None,7,1.013,"[('5', 0.0), ('6', 0.621), ('7', 0.826), ('7', 1.013)]",0.006035599973984063,None,257.7294180999743,None,258.75337160006166,None,258.75337160006166,None,75,38,37,260.7867590000387,None,260.7867590000387,None,None,260.7867590000387,None,265.77835569996387,None,265.95094690006226,266.56425870000385,,,,,,,,001,2020_Feb_27_1100,so_be_u_00,3.2.4,58.676424155334374,
PlayerA,Paul,images/avatar1.jpg,reciprocate,1,2,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,17,17,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,266.8540140000405,None,266.8540140000405,None,266.8540140000405,None,6,1.108,"[('5', 0.0), ('6', 0.866), ('6', 1.108)]",0.010805700090713799,None,266.8540140000405,None,267.9629879000131,None,267.9629879000131,None,81,44,37,271.9875120000215,None,271.9875120000215,None,None,271.9875120000215,None,276.9809336999897,None,277.1515293000266,277.76638060004916,,,,,,,,001,2020_Feb_27_1100,so_be_u_00,3.2.4,58.676424155334374,
PlayerB,Lukas,images/avatar2.jpg,keep the investment,0,1,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,278.0225077000214,None,278.0225077000214,None,278.0225077000214,None,6,1.088,"[('5', 0.0), ('6', 0.814), ('6', 1.088)]",0.01328860002104193,None,278.0225077000214,None,279.11538590001874,None,279.11538590001874,None,81,44,37,284.147908700048,None,284.147908700048,None,None,284.147908700048,None,289.1398865999654,None,289.310891799978,289.9244061000645,,,,,,,,001,2020_Feb_27_1100,so_be_u_00,3.2.4,58.676424155334374,
PlayerA,Paul,images/avatar1.jpg,keep the investment,0,1,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,19,19,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290.23059849999845,None,290.23059849999845,None,290.23059849999845,None,4,0.815,"[('5', 0.0), ('4', 0.524), ('4', 0.815)]",0.009268899913877249,None,290.23059849999845,None,291.0488682000432,None,291.0488682000432,None,81,44,37,293.08005210000556,None,293.08005210000556,None,None,293.08005210000556,None,298.06134620006196,None,298.23439120000694,298.84715940000024,,,,,,,,001,2020_Feb_27_1100,so_be_u_00,3.2.4,58.676424155334374,
,,,,,,1,How much do you like Paul?,not at all,very much,1 2 3 4 5 6 7,,,,,,,,,,,,,,,,,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299.14335699996445,None,4,0.902,0.01205729995854199,None,,001,2020_Feb_27_1100,so_be_u_00,3.2.4,58.676424155334374,
,,,,,,2,How much do you want to continue playing with Paul?,not at all,very much,1 2 3 4 5 6 7,,,,,,,,,,,,,,,,,0,0,0,0,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300.09530250006355,None,4,0.478,0.015373800066299736,None,,001,2020_Feb_27_1100,so_be_u_00,3.2.4,58.676424155334374,
,,,,,,3,How much do you like Lukas?,not at all,very much,1 2 3 4 5 6 7,,,,,,,,,,,,,,,,,0,0,0,0,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300.6216796999797,None,4,0.957,0.0018000999698415399,None,,001,2020_Feb_27_1100,so_be_u_00,3.2.4,58.676424155334374,
,,,,,,4,How much do you want to continue playing with Lukas?,not at all,very much,1 2 3 4 5 6 7,,,,,,,,,,,,,,,,,0,0,0,0,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.62796930002514,None,4,0.615,0.016030500060878694,None,,001,2020_Feb_27_1100,so_be_u_00,3.2.4,58.676424155334374,
,,,,,,5,How do you feel?,negative,positive,1 2 3 4 5 6 7,,,,,,,,,,,,,,,,,0,0,0,0,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302.2917998000048,None,4,0.79,0.004923100001178682,None,,001,2020_Feb_27_1100,so_be_u_00,3.2.4,58.676424155334374,
,,,,,,6,How activated are you right now?,low,high,1 2 3 4 5 6 7,,,,,,,,,,,,,,,,,0,0,0,0,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,303.1256623000372,None,4,0.603,0.005425099981948733,None,,001,2020_Feb_27_1100,so_be_u_00,3.2.4,58.676424155334374,
,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,303.7384140000213,None,303.7384140000213,None,,,,,,,,,,,,,,,,,,,,,,001,2020_Feb_27_1100,so_be_u_00,3.2.4,58.676424155334374,
,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,305.75125470000785,305.75125470000785,305.75125470000785,305.75125470000785,,,,,,,,,,,,,,,,,,,,,,001,2020_Feb_27_1100,so_be_u_00,3.2.4,58.676424155334374,
,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,310.75948740006424,310.75948740006424,310.75948740006424,310.75948740006424,,,,,,,,,,,,,,,,,,,,,,001,2020_Feb_27_1100,so_be_u_00,3.2.4,58.676424155334374,
,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313.76350720005576,313.76350720005576,313.76350720005576,313.76350720005576,,,,,,,,,,,,,,,,,,,,,,001,2020_Feb_27_1100,so_be_u_00,3.2.4,58.676424155334374,
,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317.7718702000566,None,317.9448748000432,318.5575086000608,,,,,,,,001,2020_Feb_27_1100,so_be_u_00,3.2.4,58.676424155334374,
