playerId,avatarFile,choiceLabel,actionLabel,actionRound,actionExit,sliderID,sliderText,sliderMin,sliderMax,sliderChoices,bufferLoop.thisRepN,bufferLoop.thisTrialN,bufferLoop.thisN,bufferLoop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,sbLoop.thisRepN,sbLoop.thisTrialN,sbLoop.thisN,sbLoop.thisIndex,sliders_1.thisRepN,sliders_1.thisTrialN,sliders_1.thisN,sliders_1.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,cB_1.started,cB_1.stopped,textWelcome.started,textWelcome.stopped,keyWelcome.keys,keyWelcome.rt,keyWelcome.started,keyWelcome.stopped,out_0.keys,out_0.started,out_0.stopped,cB_2.started,cB_2.stopped,textInstructions.started,textInstructions.stopped,keyInstructions.keys,keyInstructions.rt,keyInstructions.started,keyInstructions.stopped,out_1.keys,out_1.started,out_1.stopped,cB.started,cB.stopped,typedWord,displayText.started,displayText.stopped,copyText.started,copyText.stopped,out.keys,out.started,out.stopped,cB_3.started,cB_3.stopped,textServer.started,textServer.stopped,keyServer.keys,keyServer.rt,keyServer.started,keyServer.stopped,out_2.keys,out_2.started,out_2.stopped,cB_4.started,cB_4.stopped,text_1.started,text_1.stopped,text_2.started,text_2.stopped,text_3.started,text_3.stopped,text_4.started,text_4.stopped,cB_5.started,cB_5.stopped,idle.started,idle.stopped,idle_2.started,idle_2.stopped,idle_3.started,idle_3.stopped,idle_4.started,idle_4.stopped,idle_5.started,idle_5.stopped,idle_6.started,idle_6.stopped,idle_7.started,idle_7.stopped,ilde_8.started,ilde_8.stopped,idle_9.started,idle_9.stopped,idle_10.started,idle_10.stopped,idle_11.started,idle_11.stopped,idle_12.started,idle_12.stopped,cB_6.started,cB_6.stopped,sBInstructions.started,sBInstructions.stopped,keySbInstructions.keys,keySbInstructions.rt,keySbInstructions.started,keySbInstructions.stopped,out_sb.keys,out_sb.started,out_sb.stopped,cB_8.started,cB_8.stopped,text.started,text.stopped,imagesbRnd.started,imagesbRnd.stopped,sbChoice.response,sbChoice.rt,sbChoice.history,sbChoice.started,sbChoice.stopped,cB_9.started,cB_9.stopped,totalMoney,paulMoney,lukasMoney,cbFb.started,cbFb.stopped,textFb.started,textFb.stopped,out_Fb.keys,out_Fb.started,out_Fb.stopped,cbBuf.started,cbBuf.stopped,fixCross.started,fixCross.stopped,cB_11.started,cB_11.stopped,rating.response,rating.rt,rating.started,rating.stopped,cbBuf_2.started,cbBuf_2.stopped,text_5.started,text_5.stopped,participant,session,date,expName,psychopyVersion,frameRate,
Paul,images/avatar1.jpg,reciprocate,1,1,enter,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.93685820000246,None,71.93685820000246,None,71.93685820000246,None,2,6.104,"[('5', 0.0), ('4', 1.066), ('3', 1.357), ('2', 1.563), ('2', 6.104)]",0.008523170079570264,None,78.04468809999526,None,2,2,0,78.5754816000117,None,78.5754816000117,None,None,78.5754816000117,None,80.55271770001855,None,80.72582990000956,81.2395454000216,,,,,,,,,,,,001,2020_Feb_25_1009,so_be_u_00,3.2.4,58.36399875463459,
Paul,images/avatar1.jpg,reciprocate,1,1,enter,,,,,,,,,,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.51435329997912,None,81.51435329997912,None,81.51435329997912,None,7,1.09,"[('5', 0.0), ('6', 0.613), ('7', 0.867), ('7', 1.09)]",0.012940219952724874,None,82.61795460002031,None,9,9,0,83.14455069997348,None,83.14455069997348,None,None,83.14455069997348,None,85.12050319998525,None,85.29300700000022,85.8049258000101,,,,,,,,,,,,001,2020_Feb_25_1009,so_be_u_00,3.2.4,58.36399875463459,
Paul,images/avatar1.jpg,reciprocate,1,1,enter,1,How much do you like Paul?,not at all,very much,1 2 3 4 5 6 7,,,,,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.09505689999787,None,3,2.253,0.010559520043898374,None,,,,,,001,2020_Feb_25_1009,so_be_u_00,3.2.4,58.36399875463459,
Paul,images/avatar1.jpg,reciprocate,1,1,enter,2,How much do you want to continue playing with Paul?,not at all,very much,1 2 3 4 5 6 7,,,,,0,0,0,0,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.38956999999937,None,5,1.373,0.014216990035492927,None,,,,,,001,2020_Feb_25_1009,so_be_u_00,3.2.4,58.36399875463459,
Paul,images/avatar1.jpg,reciprocate,1,1,enter,3,How much do you like Lukas?,not at all,very much,1 2 3 4 5 6 7,,,,,0,0,0,0,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.81052599998657,None,5,1.129,0.016509590088389814,None,,,,,,001,2020_Feb_25_1009,so_be_u_00,3.2.4,58.36399875463459,
Paul,images/avatar1.jpg,reciprocate,1,1,enter,4,How much do you want to continue playing with Lukas?,not at all,very much,1 2 3 4 5 6 7,,,,,0,0,0,0,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.98948099999689,None,5,1.113,0.016303289972711354,None,,,,,,001,2020_Feb_25_1009,so_be_u_00,3.2.4,58.36399875463459,
Paul,images/avatar1.jpg,reciprocate,1,1,enter,5,How do you feel?,negative,positive,1 2 3 4 5 6 7,,,,,0,0,0,0,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.14890520001063,None,5,0.91,0.00483046006411314,None,,,,,,001,2020_Feb_25_1009,so_be_u_00,3.2.4,58.36399875463459,
Paul,images/avatar1.jpg,reciprocate,1,1,enter,6,How activated are you right now?,low,high,1 2 3 4 5 6 7,,,,,0,0,0,0,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.10438219999196,None,3,1.151,0.00546885997755453,None,,,,,,001,2020_Feb_25_1009,so_be_u_00,3.2.4,58.36399875463459,
Paul,images/avatar1.jpg,reciprocate,1,1,enter,,,,,,,,,,0,0,0,0,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.27023199998075,None,,,,,,,,,,,,,,,,,,,,,94.28362980001839,None,94.28362980001839,97.78829479997512,,001,2020_Feb_25_1009,so_be_u_00,3.2.4,58.36399875463459,
Paul,images/avatar1.jpg,reciprocate,1,1,enter,,,,,,,,,,0,0,0,0,,,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.76795419998234,None,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Feb_25_1009,so_be_u_00,3.2.4,58.36399875463459,
Paul,images/avatar1.jpg,reciprocate,1,1,enter,,,,,,,,,,0,0,0,0,,,,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.28112920001149,None,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Feb_25_1009,so_be_u_00,3.2.4,58.36399875463459,
Paul,images/avatar1.jpg,reciprocate,1,1,enter,,,,,,,,,,0,0,0,0,,,,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.77926729997853,None,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Feb_25_1009,so_be_u_00,3.2.4,58.36399875463459,
Paul,images/avatar1.jpg,reciprocate,1,1,enter,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.2730577000184,None,100.44584429997485,100.95568120002281,,,,,,,,,,,,001,2020_Feb_25_1009,so_be_u_00,3.2.4,58.36399875463459,
