playerAn,playerId,avatarFile,choiceLabel,actionLabel,actionRound,sliderID,sliderText,sliderMin,sliderMax,sliderChoices,bufferLoop.thisRepN,bufferLoop.thisTrialN,bufferLoop.thisN,bufferLoop.thisIndex,sbLoop_0.thisRepN,sbLoop_0.thisTrialN,sbLoop_0.thisN,sbLoop_0.thisIndex,sliders_0.thisRepN,sliders_0.thisTrialN,sliders_0.thisN,sliders_0.thisIndex,buffer_0.thisRepN,buffer_0.thisTrialN,buffer_0.thisN,buffer_0.thisIndex,trials_1.thisRepN,trials_1.thisTrialN,trials_1.thisN,trials_1.thisIndex,sbLoop_1.thisRepN,sbLoop_1.thisTrialN,sbLoop_1.thisN,sbLoop_1.thisIndex,cB_1.started,cB_1.stopped,textWelcome.started,textWelcome.stopped,keyWelcome.keys,keyWelcome.started,keyWelcome.stopped,out_0.keys,out_0.rt,out_0.started,out_0.stopped,cB_2.started,cB_2.stopped,textInstructions.started,textInstructions.stopped,keyInstructions.keys,keyInstructions.started,keyInstructions.stopped,out_1.keys,out_1.rt,out_1.started,out_1.stopped,cB_12.started,cB_12.stopped,textInstructions_2.started,textInstructions_2.stopped,keyInstructions_2.keys,keyInstructions_2.started,keyInstructions_2.stopped,out_3.keys,out_3.rt,out_3.started,out_3.stopped,cB.started,cB.stopped,typedWord,displayText.started,displayText.stopped,copyText.started,copyText.stopped,out.keys,out.started,out.stopped,cB_3.started,cB_3.stopped,textServer.started,textServer.stopped,keyServer.keys,keyServer.started,keyServer.stopped,out_2.keys,out_2.rt,out_2.started,out_2.stopped,cB_4.started,cB_4.stopped,text_1.started,text_1.stopped,text_2.started,text_2.stopped,text_3.started,text_3.stopped,text_4.started,text_4.stopped,cB_5.started,cB_5.stopped,idle.started,idle.stopped,idle_2.started,idle_2.stopped,idle_3.started,idle_3.stopped,idle_4.started,idle_4.stopped,idle_5.started,idle_5.stopped,idle_6.started,idle_6.stopped,idle_7.started,idle_7.stopped,ilde_8.started,ilde_8.stopped,idle_9.started,idle_9.stopped,idle_10.started,idle_10.stopped,idle_11.started,idle_11.stopped,idle_12.started,idle_12.stopped,cB_6.started,cB_6.stopped,sBInstructions.started,sBInstructions.stopped,keySbInstructions.keys,keySbInstructions.rt,keySbInstructions.started,keySbInstructions.stopped,out_sb.keys,out_sb.started,out_sb.stopped,cB_8.started,cB_8.stopped,text.started,text.stopped,imagesbRnd.started,imagesbRnd.stopped,sbChoice.response,sbChoice.rt,sbChoice.history,sbChoice.started,sbChoice.stopped,text_6.started,text_6.stopped,cB_9.started,cB_9.stopped,text_7.started,text_7.stopped,totalMoney,paulMoney,lukasMoney,cbFb.started,cbFb.stopped,textFb.started,textFb.stopped,out_Fb.keys,out_Fb.started,out_Fb.stopped,cbBuf.started,cbBuf.stopped,text_8.started,text_8.stopped,cB_11.started,cB_11.stopped,rating.response,rating.rt,rating.started,rating.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.47242260002531,None,26.64306609996129,26.95223229995463,26.95223229995463,27.15518909995444,27.15518909995444,27.256884400034323,27.256884400034323,27.394422699930146,27.394422699930146,27.54776290000882,27.54776290000882,27.70268759992905,27.70268759992905,27.803694400005043,27.803694400005043,28.297518500010483,28.297518500010483,28.80892069998663,28.791971700033173,29.304577099974267,29.304577099974267,29.81736580003053,29.798594299936667,29.952533500036225,30.533002099953592,None,30.721032100031152,None,c,0.9885619999840856,32.511804900015704,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Feb_27_1040,so_be_u_00,3.2.4,58.179177884841074,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,30.533002099953592,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Feb_27_1040,so_be_u_00,3.2.4,58.179177884841074,
PlayerA,Paul,images/avatar1.jpg,reciprocate,1,0,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.654333899961784,None,33.654333899961784,None,33.654333899961784,None,7,1.321,"[('5', 0.0), ('6', 0.86), ('7', 1.015), ('7', 1.321)]",0.004185980069451034,None,33.654333899961784,None,34.998262299923226,None,34.998262299923226,None,7,7,0,39.02223150001373,None,39.02223150001373,None,None,39.02223150001373,None,44.00761979992967,None,44.181848499923944,44.79287360003218,,,,,,,,001,2020_Feb_27_1040,so_be_u_00,3.2.4,58.179177884841074,
PlayerB,Lukas,images/avatar2.jpg,reciprocate,1,0,,,,,,,,,,0,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.06602070003282,None,45.06602070003282,None,45.06602070003282,None,8,1.188,"[('5', 0.0), ('6', 0.624), ('7', 0.795), ('8', 0.93), ('8', 1.188)]",0.002846279996447265,None,45.06602070003282,None,46.26459869998507,None,46.26459869998507,None,15,7,8,48.295867200009525,None,48.295867200009525,None,None,48.295867200009525,None,53.28296490001958,None,53.45435549993999,54.07028809993062,,,,,,,,001,2020_Feb_27_1040,so_be_u_00,3.2.4,58.179177884841074,
PlayerB,Lukas,images/avatar2.jpg,reciprocate,1,0,,,,,,,,,,0,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.30938039999455,None,54.30938039999455,None,54.30938039999455,None,8,1.573,"[('5', 0.0), ('6', 1.008), ('7', 1.213), ('8', 1.35), ('8', 1.573)]",0.014555220026522875,None,54.30938039999455,None,55.897967600030825,None,55.897967600030825,None,23,7,16,57.925895799999125,None,57.925895799999125,None,None,57.925895799999125,None,62.916920399991795,None,63.08870219998062,63.70240059995558,,,,,,,,001,2020_Feb_27_1040,so_be_u_00,3.2.4,58.179177884841074,
PlayerA,Paul,images/avatar1.jpg,reciprocate,1,0,,,,,,,,,,1,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.99258530000225,None,63.99258530000225,None,63.99258530000225,None,7,1.12,"[('5', 0.0), ('6', 0.708), ('7', 0.915), ('7', 1.12)]",0.004398800083436072,None,63.99258530000225,None,65.12128395999316,None,65.12128395999316,None,30,14,16,65.14253740001004,None,65.14253740001004,None,None,65.14253740001004,None,70.1295417000074,None,70.29970700002741,70.91229699994437,,,,,,,,001,2020_Feb_27_1040,so_be_u_00,3.2.4,58.179177884841074,
PlayerB,Lukas,images/avatar2.jpg,reciprocate,1,0,,,,,,,,,,1,1,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.20194369996898,None,71.20194369996898,None,71.20194369996898,None,8,1.238,"[('5', 0.0), ('6', 0.623), ('7', 0.845), ('8', 1.017), ('8', 1.238)]",0.005513640004210174,None,71.20194369996898,None,72.44929499994032,None,72.44929499994032,None,38,14,24,75.46739459992386,None,75.46739459992386,None,None,75.46739459992386,None,80.46177489997353,None,80.63358619995415,81.2488541000057,,,,,,,,001,2020_Feb_27_1040,so_be_u_00,3.2.4,58.179177884841074,
PlayerB,Lukas,images/avatar2.jpg,reciprocate,1,0,,,,,,,,,,1,2,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.47353189997375,None,81.47353189997375,None,81.47353189997375,None,8,1.335,"[('5', 0.0), ('6', 0.683), ('7', 0.89), ('8', 1.076), ('8', 1.335)]",0.013183720060624182,None,81.47353189997375,None,82.82262180000544,None,82.82262180000544,None,46,14,32,84.8520801999839,None,84.8520801999839,None,None,84.8520801999839,None,89.84353069995996,None,90.0143007999286,90.61430040001869,,,,,,,,001,2020_Feb_27_1040,so_be_u_00,3.2.4,58.179177884841074,
,,,,,,1,How much do you like Paul?,not at all,very much,1 2 3 4 5 6 7,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.93863669992425,None,7,1.351,0.015455520013347268,None,,001,2020_Feb_27_1040,so_be_u_00,3.2.4,58.179177884841074,
,,,,,,2,How much do you want to continue playing with Paul?,not at all,very much,1 2 3 4 5 6 7,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.34019369992893,None,7,1.072,0.013013179996050894,None,,001,2020_Feb_27_1040,so_be_u_00,3.2.4,58.179177884841074,
,,,,,,3,How much do you like Lukas?,not at all,very much,1 2 3 4 5 6 7,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.46211660001427,None,7,1.248,0.016506580053828657,None,,001,2020_Feb_27_1040,so_be_u_00,3.2.4,58.179177884841074,
,,,,,,4,How much do you want to continue playing with Lukas?,not at all,very much,1 2 3 4 5 6 7,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.75979969999753,None,7,1.007,0.014904079958796501,None,,001,2020_Feb_27_1040,so_be_u_00,3.2.4,58.179177884841074,
,,,,,,5,How do you feel?,negative,positive,1 2 3 4 5 6 7,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.81448379997164,None,7,1.016,0.003985820105299354,None,,001,2020_Feb_27_1040,so_be_u_00,3.2.4,58.179177884841074,
,,,,,,6,How activated are you right now?,low,high,1 2 3 4 5 6 7,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.87482479994651,None,7,1.051,0.0052698199870064855,None,,001,2020_Feb_27_1040,so_be_u_00,3.2.4,58.179177884841074,
,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.93418486001902,None,97.93418486001902,None,,,,,,,,,,,,,,,,,,,,,,001,2020_Feb_27_1040,so_be_u_00,3.2.4,58.179177884841074,
,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.93443739996292,97.93443739996292,97.93443739996292,97.93443739996292,,,,,,,,,,,,,,,,,,,,,,001,2020_Feb_27_1040,so_be_u_00,3.2.4,58.179177884841074,
,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.94563690002542,99.94563690002542,99.94563690002542,99.94563690002542,,,,,,,,,,,,,,,,,,,,,,001,2020_Feb_27_1040,so_be_u_00,3.2.4,58.179177884841074,
,,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.95917599997483,104.95917599997483,104.95917599997483,104.95917599997483,,,,,,,,,,,,,,,,,,,,,,001,2020_Feb_27_1040,so_be_u_00,3.2.4,58.179177884841074,
PlayerA,Paul,images/avatar1.jpg,keep the investment,0,1,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.08162209996954,None,111.08162209996954,None,111.08162209996954,None,7,2.76,"[('5', 0.0), ('6', 0.661), ('7', 0.967), ('7', 2.76)]",0.006742660072632134,None,111.08162209996954,None,113.84626259992365,None,113.84626259992365,None,46,14,32,114.8702772000106,None,114.8702772000106,None,None,114.8702772000106,None,119.86469139996916,None,120.03533159999643,120.65016680001281,,,,,,,,001,2020_Feb_27_1040,so_be_u_00,3.2.4,58.179177884841074,
PlayerA,Paul,images/avatar1.jpg,reciprocate,1,1,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.90952849993482,None,120.90952849993482,None,120.90952849993482,None,7,0.923,"[('5', 0.0), ('6', 0.474), ('7', 0.733), ('7', 0.923)]",0.010909940116107464,None,120.90952849993482,None,121.84415299992543,None,121.84415299992543,None,53,21,32,123.8705251000356,None,123.8705251000356,None,None,123.8705251000356,None,128.85880769998766,None,129.0286842000205,129.64147199993022,,,,,,,,001,2020_Feb_27_1040,so_be_u_00,3.2.4,58.179177884841074,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.91392369999085,None,129.91392369999085,None,129.91392369999085,None,7,1.075,"[('5', 0.0), ('6', 0.541), ('7', 0.747), ('7', 1.075)]",0.01232638000510633,None,129.91392369999085,None,130.99146009993274,None,130.99146009993274,None,,,,,,,,,,,,,,,,,,,,,,,,,,,
