playerId,avatarFile,choiceLabel,actionLabel,actionRound,bufferLoop.thisRepN,bufferLoop.thisTrialN,bufferLoop.thisN,bufferLoop.thisIndex,sbLoop.thisRepN,sbLoop.thisTrialN,sbLoop.thisN,sbLoop.thisIndex,cB_1.started,cB_1.stopped,textWelcome.started,textWelcome.stopped,keyWelcome.keys,keyWelcome.rt,keyWelcome.started,keyWelcome.stopped,out_0.keys,out_0.started,out_0.stopped,cB_2.started,cB_2.stopped,textInstructions.started,textInstructions.stopped,keyInstructions.keys,keyInstructions.rt,keyInstructions.started,keyInstructions.stopped,out_1.keys,out_1.started,out_1.stopped,cB_3.started,cB_3.stopped,textServer.started,textServer.stopped,keyServer.keys,keyServer.rt,keyServer.started,keyServer.stopped,out_2.keys,out_2.started,out_2.stopped,cB_4.started,cB_4.stopped,text_1.started,text_1.stopped,text_2.started,text_2.stopped,text_3.started,text_3.stopped,text_4.started,text_4.stopped,cB_5.started,cB_5.stopped,idle.started,idle.stopped,idle_2.started,idle_2.stopped,idle_3.started,idle_3.stopped,idle_4.started,idle_4.stopped,idle_5.started,idle_5.stopped,idle_6.started,idle_6.stopped,idle_7.started,idle_7.stopped,ilde_8.started,ilde_8.stopped,idle_9.started,idle_9.stopped,idle_10.started,idle_10.stopped,idle_11.started,idle_11.stopped,idle_12.started,idle_12.stopped,cB_6.started,cB_6.stopped,sBInstructions.started,sBInstructions.stopped,keySbInstructions.keys,keySbInstructions.rt,keySbInstructions.started,keySbInstructions.stopped,out_sb.keys,out_sb.started,out_sb.stopped,cB_8.started,cB_8.stopped,text.started,text.stopped,imagesbRnd.started,imagesbRnd.stopped,Slider.response,Slider.rt,Slider.history,Slider.started,Slider.stopped,cB_9.started,cB_9.stopped,cbFb.started,cbFb.stopped,textFb.started,textFb.stopped,out_Fb.keys,out_Fb.started,out_Fb.stopped,cbBuf.started,cbBuf.stopped,fixCross.started,fixCross.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,11.767574899997271,None,11.767574899997271,None,c,0.8519054999997024,13.74491339999804,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Feb_21_1525,so_be_u_00,3.2.4,58.53251949647064,
,,,,,,,,,,,,,,,,,,,,,None,11.767574899997271,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Feb_21_1525,so_be_u_00,3.2.4,58.53251949647064,
,,,,,,,,,,,,,,,,,,,,,,,,14.613297099996998,None,14.613297099996998,None,c,1.2108242000031169,16.594003799997154,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Feb_21_1525,so_be_u_00,3.2.4,58.53251949647064,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,14.613297099996998,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Feb_21_1525,so_be_u_00,3.2.4,58.53251949647064,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.82120009999926,None,17.82120009999926,None,c,0.6324029000024893,19.801222800000687,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Feb_21_1525,so_be_u_00,3.2.4,58.53251949647064,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,17.82120009999926,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Feb_21_1525,so_be_u_00,3.2.4,58.53251949647064,
,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.449183700002322,None,20.449183700002322,21.4593137999982,21.425946499999554,21.93644160000258,21.919534400003613,22.43102860000363,22.43102860000363,22.94241399999737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Feb_21_1525,so_be_u_00,3.2.4,58.53251949647064,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.959337400003278,None,23.130927600002906,23.440306199998304,23.440306199998304,23.643376799998805,23.643376799998805,23.729437900001358,23.729437900001358,23.88315429999784,23.88315429999784,24.03681499999948,24.03681499999948,24.19209029999911,24.19209029999911,24.292550799997116,24.292550799997116,24.791296199997305,24.791296199997305,25.30155570000352,25.28462109999964,25.796950500000094,25.780084199999692,26.291873699999996,26.291873699999996,26.428254200000083,26.95811710000271,None,27.128707299998496,None,c,0.017460200004279613,28.93612050000229,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Feb_21_1525,so_be_u_00,3.2.4,58.53251949647064,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,26.95811710000271,None,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Feb_21_1525,so_be_u_00,3.2.4,58.53251949647064,
Lukas,images/avatar2.jpg,reciprocate,1,2,,,,,0,0,0,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.08921250000276,None,29.08921250000276,None,29.08921250000276,None,3,3.265,"[(2.0, 0.0), (3, 0.823), (3, 3.265)]",0.0021468200066010468,None,32.365579800003616,None,32.89321460000065,None,32.89321460000065,None,None,32.89321460000065,None,35.88007720000314,None,36.051512700003514,36.56416600000375,,001,2020_Feb_21_1525,so_be_u_00,3.2.4,58.53251949647064,
