playerId,avatarFile,choiceLabel,actionLabel,actionRound,bufferLoop.thisRepN,bufferLoop.thisTrialN,bufferLoop.thisN,bufferLoop.thisIndex,sbLoop.thisRepN,sbLoop.thisTrialN,sbLoop.thisN,sbLoop.thisIndex,cB_1.started,cB_1.stopped,textWelcome.started,textWelcome.stopped,keyWelcome.keys,keyWelcome.started,keyWelcome.stopped,out_0.keys,out_0.rt,out_0.started,out_0.stopped,cB_2.started,cB_2.stopped,textInstructions.started,textInstructions.stopped,keyInstructions.keys,keyInstructions.started,keyInstructions.stopped,out_1.keys,out_1.rt,out_1.started,out_1.stopped,cB_3.started,cB_3.stopped,textServer.started,textServer.stopped,keyServer.keys,keyServer.started,keyServer.stopped,out_2.keys,out_2.rt,out_2.started,out_2.stopped,cB_4.started,cB_4.stopped,text_1.started,text_1.stopped,text_2.started,text_2.stopped,text_3.started,text_3.stopped,text_4.started,text_4.stopped,cB_5.started,cB_5.stopped,idle.started,idle.stopped,idle_2.started,idle_2.stopped,idle_3.started,idle_3.stopped,idle_4.started,idle_4.stopped,idle_5.started,idle_5.stopped,idle_6.started,idle_6.stopped,idle_7.started,idle_7.stopped,ilde_8.started,ilde_8.stopped,idle_9.started,idle_9.stopped,idle_10.started,idle_10.stopped,idle_11.started,idle_11.stopped,idle_12.started,idle_12.stopped,cB_6.started,cB_6.stopped,sBInstructions.started,sBInstructions.stopped,keySbInstructions.keys,keySbInstructions.started,keySbInstructions.stopped,out_sb.keys,out_sb.rt,out_sb.started,out_sb.stopped,cB_8.started,cB_8.stopped,text.started,text.stopped,imagesbRnd.started,imagesbRnd.stopped,Slider.response,Slider.rt,Slider.history,Slider.started,Slider.stopped,cB_9.started,cB_9.stopped,cbFb.started,cbFb.stopped,textFb.started,textFb.stopped,out_Fb.keys,out_Fb.started,out_Fb.stopped,cbBuf.started,cbBuf.stopped,fixCross.started,fixCross.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,6.34223850001581,None,6.34223850001581,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Feb_24_0925,so_be_u_00,3.2.4,58.69702007668448,
,,,,,,,,,,,,,,,,,,,,1,1.5719168999930844,6.34223850001581,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Feb_24_0925,so_be_u_00,3.2.4,58.69702007668448,
,,,,,,,,,,,,,,,,,,,,,,,,7.9298571000108495,None,7.9298571000108495,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Feb_24_0925,so_be_u_00,3.2.4,58.69702007668448,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.7245467000175267,7.9298571000108495,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Feb_24_0925,so_be_u_00,3.2.4,58.69702007668448,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.671065200003795,None,9.671065200003795,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Feb_24_0925,so_be_u_00,3.2.4,58.69702007668448,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.5457750000059605,9.671065200003795,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Feb_24_0925,so_be_u_00,3.2.4,58.69702007668448,
,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.233219599991571,None,10.233219599991571,11.240601600031368,11.206643500016071,11.719737300009001,11.702873300004285,12.212596900004428,12.212596900004428,12.72388410003623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Feb_24_0925,so_be_u_00,3.2.4,58.69702007668448,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.740816899982747,None,12.911630499991588,13.218811099999584,13.218811099999584,13.421170799992979,13.421170799992979,13.523183099983726,13.523183099983726,13.659478700021282,13.659478700021282,13.812536299985368,13.812536299985368,13.965117999992799,13.965117999992799,14.069349099998362,14.069349099998362,14.562577300006524,14.562577300006524,15.07793720002519,15.05990799999563,15.57309250003891,15.57309250003891,16.08496110001579,16.06798540003365,16.219541600032244,16.735023299988825,None,16.905747100012377,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Feb_24_0925,so_be_u_00,3.2.4,58.69702007668448,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.044523099961225,16.735023299988825,None,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Feb_24_0925,so_be_u_00,3.2.4,58.69702007668448,
Paul,images/avatar1.jpg,reciprocate,1,1,,,,,0,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.9996695999871,None,17.9996695999871,None,17.9996695999871,None,7,3.519,"[('5', 0.0), ('4', 1.743), ('5', 2.477), ('6', 2.699), ('7', 2.937), ('7', 3.519)]",0.003611220046877861,None,21.51134309999179,None,22.029566999990493,None,22.029566999990493,None,None,22.029566999990493,None,25.02517540002009,None,25.197704799997155,25.710513100028038,,001,2020_Feb_24_0925,so_be_u_00,3.2.4,58.69702007668448,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.983440099982545,None,25.983440099982545,None,25.983440099982545,None,4,1.561,"[('5', 0.0), ('4', 1.305), ('4', 1.561)]",0.008465879946015775,None,,,,,,,,,,,,,,,,,,,,
