playerId,avatarFile,choiceLabel,actionLabel,actionRound,bufferLoop.thisRepN,bufferLoop.thisTrialN,bufferLoop.thisN,bufferLoop.thisIndex,sbLoop.thisRepN,sbLoop.thisTrialN,sbLoop.thisN,sbLoop.thisIndex,cB_1.started,cB_1.stopped,textWelcome.started,textWelcome.stopped,keyWelcome.keys,keyWelcome.rt,keyWelcome.started,keyWelcome.stopped,out_0.keys,out_0.started,out_0.stopped,cB_2.started,cB_2.stopped,textInstructions.started,textInstructions.stopped,keyInstructions.keys,keyInstructions.rt,keyInstructions.started,keyInstructions.stopped,out_1.keys,out_1.started,out_1.stopped,cB_3.started,cB_3.stopped,textServer.started,textServer.stopped,keyServer.keys,keyServer.rt,keyServer.started,keyServer.stopped,out_2.keys,out_2.started,out_2.stopped,cB_4.started,cB_4.stopped,text_1.started,text_1.stopped,text_2.started,text_2.stopped,text_3.started,text_3.stopped,text_4.started,text_4.stopped,cB_5.started,cB_5.stopped,idle.started,idle.stopped,idle_2.started,idle_2.stopped,idle_3.started,idle_3.stopped,idle_4.started,idle_4.stopped,idle_5.started,idle_5.stopped,idle_6.started,idle_6.stopped,idle_7.started,idle_7.stopped,ilde_8.started,ilde_8.stopped,idle_9.started,idle_9.stopped,idle_10.started,idle_10.stopped,idle_11.started,idle_11.stopped,idle_12.started,idle_12.stopped,cB_6.started,cB_6.stopped,sBInstructions.started,sBInstructions.stopped,keySbInstructions.keys,keySbInstructions.rt,keySbInstructions.started,keySbInstructions.stopped,out_sb.keys,out_sb.started,out_sb.stopped,cB_8.started,cB_8.stopped,text.started,text.stopped,imagesbRnd.started,imagesbRnd.stopped,Slider.response,Slider.rt,Slider.history,Slider.started,Slider.stopped,cB_9.started,cB_9.stopped,cbFb.started,cbFb.stopped,textFb.started,textFb.stopped,out_Fb.keys,out_Fb.started,out_Fb.stopped,cbBuf.started,cbBuf.stopped,fixCross.started,fixCross.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,6.486108099998091,None,6.486108099998091,None,c,0.06872470000234898,8.481670399996801,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Feb_21_1539,so_be_u_00,3.2.4,58.528853845809124,
,,,,,,,,,,,,,,,,,,,,,None,6.486108099998091,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Feb_21_1539,so_be_u_00,3.2.4,58.528853845809124,
,,,,,,,,,,,,,,,,,,,,,,,,8.566886599997815,None,8.566886599997815,None,c,2.2697189999962575,10.54898979999416,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Feb_21_1539,so_be_u_00,3.2.4,58.528853845809124,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,8.566886599997815,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Feb_21_1539,so_be_u_00,3.2.4,58.528853845809124,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.836134499993932,None,12.836134499993932,None,c,0.7005133999991813,14.813889299999573,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Feb_21_1539,so_be_u_00,3.2.4,58.528853845809124,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,12.836134499993932,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Feb_21_1539,so_be_u_00,3.2.4,58.528853845809124,
,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.53130709999823,None,15.53130709999823,16.542759099997056,16.506268799996178,17.019929399997636,17.003005199992913,17.516166699999303,17.498250099997676,18.011425400000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Feb_21_1539,so_be_u_00,3.2.4,58.528853845809124,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.04538749999483,None,18.215448599999945,18.52153659999749,18.52153659999749,18.726903499999025,18.726903499999025,18.829846599997836,18.829846599997836,18.966783199997735,18.966783199997735,19.12065939999593,19.12065939999593,19.276524499997322,19.276524499997322,19.378716899998835,19.378716899998835,19.87467209999886,19.87467209999886,20.385650799995346,20.368425699998625,20.882887299994763,20.86587569999392,21.37656139999308,21.37656139999308,21.513340999998036,22.042851799997152,None,22.21300909999991,None,c,0.7859220000027562,24.00844379999762,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Feb_21_1539,so_be_u_00,3.2.4,58.528853845809124,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,22.042851799997152,None,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Feb_21_1539,so_be_u_00,3.2.4,58.528853845809124,
Paul,images/avatar1.jpg,keep the investment,0,2,,,,,0,0,0,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.01410909999686,None,25.01410909999686,None,25.01410909999686,None,3,7.525,"[('5', 0.0), ('4', 1.1), ('3', 1.664), ('2', 2.16), ('3', 2.621), ('4', 2.825), ('5', 4.857), ('6', 5.044), ('7', 5.2), ('6', 6.055), ('5', 6.258), ('4', 6.432), ('3', 6.606), ('3', 7.525)]",0.006556509993970394,None,32.531305199998314,None,33.061193199995614,None,33.061193199995614,None,None,33.061193199995614,None,36.04142899999715,None,36.21321619999799,36.72553209999751,,001,2020_Feb_21_1539,so_be_u_00,3.2.4,58.528853845809124,
Paul,images/avatar1.jpg,keep the investment,0,2,,,,,0,1,1,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.00178859999869,None,37.00178859999869,None,37.00178859999869,None,7,2.167,"[('5', 0.0), ('6', 0.886), ('7', 1.044), ('7', 2.167)]",0.015169940001214854,None,39.1824198999966,None,39.69544989999849,None,39.69544989999849,None,None,39.69544989999849,None,42.6868034999934,None,42.857753199998115,43.37189849999413,,001,2020_Feb_21_1539,so_be_u_00,3.2.4,58.528853845809124,
Paul,images/avatar1.jpg,keep the investment,0,1,,,,,0,2,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.66313529999752,None,43.66313529999752,None,43.66313529999752,None,0,2.689,"[('5', 0.0), ('4', 0.638), ('3', 1.77), ('2', 1.973), ('1', 2.126), ('0', 2.281), ('0', 2.689)]",0.004342640000686515,None,46.361630899999,None,46.875957799995376,None,46.875957799995376,None,None,46.875957799995376,None,49.864242599993304,None,50.03517309999734,50.5336468999958,,001,2020_Feb_21_1539,so_be_u_00,3.2.4,58.528853845809124,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.82443609999609,None,50.82443609999609,None,50.82443609999609,None,0,2.136,"[('5', 0.0), ('4', 0.784), ('3', 1.024), ('2', 1.196), ('1', 1.354), ('0', 1.504), ('0', 2.135)]",0.015538839994405862,None,52.97182109999994,None,,,,,,,,,,,,,,,,,,
