buffer.thisRepN,buffer.thisTrialN,buffer.thisN,buffer.thisIndex,trialsSb.thisRepN,trialsSb.thisTrialN,trialsSb.thisN,trialsSb.thisIndex,playerId,avatarFile,actionLabel,correctResponse,textWelcome.started,textWelcome.stopped,keyWelcome.keys,keyWelcome.rt,keyWelcome.started,keyWelcome.stopped,text_3.started,text_3.stopped,text_2.started,text_2.stopped,text_4.started,text_4.stopped,text_5.started,text_5.stopped,text_6.started,text_6.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,6.361864199978299,None,space,0.49431350000668317,8.336770900059491,None,,,,,,,,,,,,001,2020_Feb_03_1313,first_sbtg,3.2.4,57.91726054617056,
0,0,0,0,,,,,,,,,,,,,,,8.846748300013132,None,9.345919499988668,10.351092500030063,10.316818900057115,10.829412700026296,10.829412700026296,11.341314999968745,11.324573199963197,None,,001,2020_Feb_03_1313,first_sbtg,3.2.4,57.91726054617056,
1,0,1,0,,,,,,,,,,,,,,,,,11.835736899985932,12.842696500010788,12.807815499952994,13.31643929996062,13.31643929996062,13.827023799996823,13.809997000033036,11.835736899985932,,001,2020_Feb_03_1313,first_sbtg,3.2.4,57.91726054617056,
2,0,2,0,,,,,,,,,,,,,,,,,14.31947540002875,15.323508500005119,15.290356699959375,15.798401799984276,15.798401799984276,16.3091199999908,16.292171300039627,14.31947540002875,,001,2020_Feb_03_1313,first_sbtg,3.2.4,57.91726054617056,
3,0,3,0,,,,,,,,,,,,,,,,,16.801501199952327,17.806011499953456,17.772897799964994,18.28336580004543,18.28336580004543,18.79418159998022,18.777283699950203,16.801501199952327,,001,2020_Feb_03_1313,first_sbtg,3.2.4,57.91726054617056,
4,0,4,0,,,,,,,,,,,,,,,,,19.288850900018588,20.292135299998336,20.25811369996518,20.771049699978903,20.771049699978903,21.280872000032105,21.26387450005859,19.288850900018588,,001,2020_Feb_03_1313,first_sbtg,3.2.4,57.91726054617056,
