playerId,avatarFile,choiceLabel,actionLabel,actionRound,bufferLoop.thisRepN,bufferLoop.thisTrialN,bufferLoop.thisN,bufferLoop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,sbLoop.thisRepN,sbLoop.thisTrialN,sbLoop.thisN,sbLoop.thisIndex,sliders_1.thisRepN,sliders_1.thisTrialN,sliders_1.thisN,sliders_1.thisIndex,sliderID,sliderText,sliderLabels,sliderMin,sliderMax,sliderChoices,cB_1.started,cB_1.stopped,textWelcome.started,textWelcome.stopped,keyWelcome.keys,keyWelcome.started,keyWelcome.stopped,out_0.keys,out_0.rt,out_0.started,out_0.stopped,cB_2.started,cB_2.stopped,textInstructions.started,textInstructions.stopped,keyInstructions.keys,keyInstructions.started,keyInstructions.stopped,out_1.keys,out_1.rt,out_1.started,out_1.stopped,cB_3.started,cB_3.stopped,textServer.started,textServer.stopped,keyServer.keys,keyServer.started,keyServer.stopped,out_2.keys,out_2.rt,out_2.started,out_2.stopped,cB_4.started,cB_4.stopped,text_1.started,text_1.stopped,text_2.started,text_2.stopped,text_3.started,text_3.stopped,text_4.started,text_4.stopped,cB_5.started,cB_5.stopped,idle.started,idle.stopped,idle_2.started,idle_2.stopped,idle_3.started,idle_3.stopped,idle_4.started,idle_4.stopped,idle_5.started,idle_5.stopped,idle_6.started,idle_6.stopped,idle_7.started,idle_7.stopped,ilde_8.started,ilde_8.stopped,idle_9.started,idle_9.stopped,idle_10.started,idle_10.stopped,idle_11.started,idle_11.stopped,idle_12.started,idle_12.stopped,cB_6.started,cB_6.stopped,sBInstructions.started,sBInstructions.stopped,keySbInstructions.keys,keySbInstructions.started,keySbInstructions.stopped,out_sb.keys,out_sb.rt,out_sb.started,out_sb.stopped,cB_8.started,cB_8.stopped,text.started,text.stopped,imagesbRnd.started,imagesbRnd.stopped,Slider.response,Slider.rt,Slider.history,Slider.started,Slider.stopped,cB_9.started,cB_9.stopped,totalMoney,cbFb.started,cbFb.stopped,textFb.started,textFb.stopped,out_Fb.keys,out_Fb.started,out_Fb.stopped,cbBuf.started,cbBuf.stopped,fixCross.started,fixCross.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,5.820141399977729,None,5.820141399977729,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Feb_24_1204,so_be_u_00,3.2.4,59.43744832615327,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.5120529000414535,5.820141399977729,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Feb_24_1204,so_be_u_00,3.2.4,59.43744832615327,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.348488799994811,None,6.348488799994811,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Feb_24_1204,so_be_u_00,3.2.4,59.43744832615327,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.24132169998483732,6.348488799994811,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Feb_24_1204,so_be_u_00,3.2.4,59.43744832615327,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.606521999987308,None,6.606521999987308,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Feb_24_1204,so_be_u_00,3.2.4,59.43744832615327,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.15236250002635643,6.606521999987308,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Feb_24_1204,so_be_u_00,3.2.4,59.43744832615327,
,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.775487399951089,None,6.775487399951089,7.782667999970727,7.748808499949519,8.259126799996011,8.259126799996011,8.76928989996668,8.752230799989775,9.26375119999284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Feb_24_1204,so_be_u_00,3.2.4,59.43744832615327,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.281096699996851,None,9.450945299991872,9.759084999968763,9.759084999968763,9.96482479997212,9.96482479997212,10.050133699958678,10.050133699958678,10.20591959997546,10.20591959997546,10.358272299985401,10.358272299985401,10.51211999997031,10.51211999997031,10.615319399978034,10.615319399978034,11.111575499991886,11.111575499991886,11.622381999972276,11.605768499954138,12.117135099950247,12.100433099956717,12.611442999972496,12.611442999972496,12.764468699984718,13.27758019999601,None,13.448479799961206,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Feb_24_1204,so_be_u_00,3.2.4,59.43744832615327,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.46179640002083033,13.27758019999601,None,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Feb_24_1204,so_be_u_00,3.2.4,59.43744832615327,
Paul,images/avatar1.jpg,reciprocate,1,1,,,,,0,0,0,14,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.943083599966485,None,13.943083599966485,None,13.943083599966485,None,5,1.062,"[('5', 0.0), ('5', 1.062)]",0.005132299964316189,None,14.998749699967448,None,5,15.526765999966301,None,15.526765999966301,None,None,15.526765999966301,None,17.505922899988946,None,17.676395699963905,18.187333099951502,,001,2020_Feb_24_1204,so_be_u_00,3.2.4,59.43744832615327,
