bufferLoop.thisRepN,bufferLoop.thisTrialN,bufferLoop.thisN,bufferLoop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,playerId,avatarFile,choiceLabel,actionLabel,actionRound,sbLoop.thisRepN,sbLoop.thisTrialN,sbLoop.thisN,sbLoop.thisIndex,cB_1.started,cB_1.stopped,textWelcome.started,textWelcome.stopped,keyWelcome.keys,keyWelcome.started,keyWelcome.stopped,out_0.keys,out_0.rt,out_0.started,out_0.stopped,cB_2.started,cB_2.stopped,textInstructions.started,textInstructions.stopped,keyInstructions.keys,keyInstructions.started,keyInstructions.stopped,out_1.keys,out_1.rt,out_1.started,out_1.stopped,cB_3.started,cB_3.stopped,textServer.started,textServer.stopped,keyServer.keys,keyServer.started,keyServer.stopped,out_2.keys,out_2.rt,out_2.started,out_2.stopped,cB_4.started,cB_4.stopped,text_1.started,text_1.stopped,text_2.started,text_2.stopped,text_3.started,text_3.stopped,text_4.started,text_4.stopped,cB_5.started,cB_5.stopped,idle.started,idle.stopped,idle_2.started,idle_2.stopped,idle_3.started,idle_3.stopped,idle_4.started,idle_4.stopped,idle_5.started,idle_5.stopped,idle_6.started,idle_6.stopped,idle_7.started,idle_7.stopped,ilde_8.started,ilde_8.stopped,idle_9.started,idle_9.stopped,idle_10.started,idle_10.stopped,idle_11.started,idle_11.stopped,idle_12.started,idle_12.stopped,cB_6.started,cB_6.stopped,sBInstructions.started,sBInstructions.stopped,keySbInstructions.keys,keySbInstructions.started,keySbInstructions.stopped,out_sb.keys,out_sb.rt,out_sb.started,out_sb.stopped,cB_8.started,cB_8.stopped,text.started,text.stopped,imagesbRnd.started,imagesbRnd.stopped,sbChoice.response,sbChoice.rt,sbChoice.history,sbChoice.started,sbChoice.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,11.773291599994991,None,11.773291599994991,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Feb_24_1315,so_be_u_00,3.2.4,57.65346921009542,
,,,,,,,,,,,,,,,,,,,,,,,,1,0.42406409996328875,11.773291599994991,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Feb_24_1315,so_be_u_00,3.2.4,57.65346921009542,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.213164200016763,None,12.213164200016763,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Feb_24_1315,so_be_u_00,3.2.4,57.65346921009542,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.3078152000089176,12.213164200016763,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Feb_24_1315,so_be_u_00,3.2.4,57.65346921009542,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.537313300010283,None,12.537313300010283,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Feb_24_1315,so_be_u_00,3.2.4,57.65346921009542,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.3587703999946825,12.537313300010283,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Feb_24_1315,so_be_u_00,3.2.4,57.65346921009542,
0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.913185900019016,None,12.913185900019016,13.916407200042158,13.881366699992213,14.395623099990189,14.395623099990189,14.907728200021666,14.890721400035545,15.40556420001667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Feb_24_1315,so_be_u_00,3.2.4,57.65346921009542,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.422639299998991,None,15.594789399998263,15.899258400022518,15.899258400022518,16.103268200007733,16.103268200007733,16.205437100026757,16.205437100026757,16.341657800017856,16.341657800017856,16.49606150004547,16.49606150004547,16.648348000016995,16.648348000016995,16.7507265000022,16.7507265000022,17.245924599992577,17.245924599992577,17.760784500045702,17.74352670001099,18.2536597000435,18.2536597000435,18.76576430001296,18.748671300010756,18.90186869999161,19.463122499990277,None,19.650792900007218,None,None,None,None,,,,,,,,,,,,,,,,,001,2020_Feb_24_1315,so_be_u_00,3.2.4,57.65346921009542,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.5797718000249006,19.463122499990277,None,,,,,,,,,,,,,001,2020_Feb_24_1315,so_be_u_00,3.2.4,57.65346921009542,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.19588211007067,None,20.19588211007067,None,20.19588211007067,None,None,None,None,0.0012032100348733366,None,,,,,,,
