playerId,avatarFile,choiceLabel,actionLabel,actionRound,actionExit,sliderID,sliderText,sliderMin,sliderMax,sliderChoices,bufferLoop.thisRepN,bufferLoop.thisTrialN,bufferLoop.thisN,bufferLoop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,sbLoop.thisRepN,sbLoop.thisTrialN,sbLoop.thisN,sbLoop.thisIndex,sliders_1.thisRepN,sliders_1.thisTrialN,sliders_1.thisN,sliders_1.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,cB_1.started,cB_1.stopped,textWelcome.started,textWelcome.stopped,keyWelcome.keys,keyWelcome.started,keyWelcome.stopped,out_0.keys,out_0.rt,out_0.started,out_0.stopped,cB_2.started,cB_2.stopped,textInstructions.started,textInstructions.stopped,keyInstructions.keys,keyInstructions.started,keyInstructions.stopped,out_1.keys,out_1.rt,out_1.started,out_1.stopped,cB_12.started,cB_12.stopped,textInstructions_2.started,textInstructions_2.stopped,keyInstructions_2.keys,keyInstructions_2.started,keyInstructions_2.stopped,out_3.keys,out_3.rt,out_3.started,out_3.stopped,cB.started,cB.stopped,typedWord,displayText.started,displayText.stopped,copyText.started,copyText.stopped,out.keys,out.started,out.stopped,cB_3.started,cB_3.stopped,textServer.started,textServer.stopped,keyServer.keys,keyServer.rt,keyServer.started,keyServer.stopped,out_2.keys,out_2.started,out_2.stopped,cB_4.started,cB_4.stopped,text_1.started,text_1.stopped,text_2.started,text_2.stopped,text_3.started,text_3.stopped,text_4.started,text_4.stopped,cB_5.started,cB_5.stopped,idle.started,idle.stopped,idle_2.started,idle_2.stopped,idle_3.started,idle_3.stopped,idle_4.started,idle_4.stopped,idle_5.started,idle_5.stopped,idle_6.started,idle_6.stopped,idle_7.started,idle_7.stopped,ilde_8.started,ilde_8.stopped,idle_9.started,idle_9.stopped,idle_10.started,idle_10.stopped,idle_11.started,idle_11.stopped,idle_12.started,idle_12.stopped,cB_6.started,cB_6.stopped,sBInstructions.started,sBInstructions.stopped,keySbInstructions.keys,keySbInstructions.rt,keySbInstructions.started,keySbInstructions.stopped,out_sb.keys,out_sb.started,out_sb.stopped,cB_8.started,cB_8.stopped,text.started,text.stopped,imagesbRnd.started,imagesbRnd.stopped,sbChoice.response,sbChoice.rt,sbChoice.history,sbChoice.started,sbChoice.stopped,cB_9.started,cB_9.stopped,totalMoney,paulMoney,lukasMoney,cbFb.started,cbFb.stopped,textFb.started,textFb.stopped,out_Fb.keys,out_Fb.started,out_Fb.stopped,cbBuf.started,cbBuf.stopped,fixCross.started,fixCross.stopped,cB_11.started,cB_11.stopped,rating.response,rating.rt,rating.started,rating.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.897486399975605,None,16.06829009996727,16.37346129998332,16.37346129998332,16.579279899946414,16.579279899946414,16.68057859997498,16.68057859997498,16.832020899979398,16.832020899979398,16.96768829994835,16.96768829994835,17.12023199995747,17.12023199995747,17.221945799945388,17.221945799945388,17.71598619996803,17.71598619996803,18.226467999978922,18.226467999978922,18.738240799983032,18.721289399953093,19.232225299987476,19.215282499964815,19.36848479998298,19.930809999990743,None,20.118824099947233,None,c,1.959195000003092,21.92053569998825,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Feb_25_1141,so_be_u_00,3.2.4,58.530943556173305,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,19.930809999990743,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Feb_25_1141,so_be_u_00,3.2.4,58.530943556173305,
Paul,images/avatar1.jpg,reciprocate,1,1,enter,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.048957299964968,None,24.048957299964968,None,24.048957299964968,None,7,1.165,"[('5', 0.0), ('6', 0.635), ('7', 0.892), ('7', 1.165)]",0.0037324000732041895,None,25.210274899960496,None,7,7,0,25.739046199945733,None,25.739046199945733,None,None,25.739046199945733,None,28.71630589995766,None,28.886832399992272,29.39819689997239,,,,,,,,001,2020_Feb_25_1141,so_be_u_00,3.2.4,58.530943556173305,
Paul,images/avatar1.jpg,reciprocate,1,1,enter,,,,,,,,,,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.671354499994777,None,29.671354499994777,None,29.671354499994777,None,7,1.061,"[('5', 0.0), ('6', 0.599), ('7', 0.858), ('7', 1.061)]",0.016487599990796298,None,30.745420999999624,None,14,14,0,31.275469799991697,None,31.275469799991697,None,None,31.275469799991697,None,34.253335499961395,None,34.42569669999648,34.938375999976415,,,,,,,,001,2020_Feb_25_1141,so_be_u_00,3.2.4,58.530943556173305,
Paul,images/avatar1.jpg,reciprocate,1,1,enter,1,How much do you like Paul?,not at all,very much,1 2 3 4 5 6 7,,,,,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.22801659995457,None,6,0.986,0.012791699962690473,None,,001,2020_Feb_25_1141,so_be_u_00,3.2.4,58.530943556173305,
Paul,images/avatar1.jpg,reciprocate,1,1,enter,2,How much do you want to continue playing with Paul?,not at all,very much,1 2 3 4 5 6 7,,,,,0,0,0,0,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.25565819995245,None,6,0.873,0.014186599990352988,None,,001,2020_Feb_25_1141,so_be_u_00,3.2.4,58.530943556173305,
Paul,images/avatar1.jpg,reciprocate,1,1,enter,3,How much do you like Lukas?,not at all,very much,1 2 3 4 5 6 7,,,,,0,0,0,0,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.17771530000027,None,6,0.871,0.016923399991355836,None,,001,2020_Feb_25_1141,so_be_u_00,3.2.4,58.530943556173305,
Paul,images/avatar1.jpg,reciprocate,1,1,enter,4,How much do you want to continue playing with Lukas?,not at all,very much,1 2 3 4 5 6 7,,,,,0,0,0,0,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.09791519999271,None,5,0.923,0.016651000070851296,None,,001,2020_Feb_25_1141,so_be_u_00,3.2.4,58.530943556173305,
Paul,images/avatar1.jpg,reciprocate,1,1,enter,5,How do you feel?,negative,positive,1 2 3 4 5 6 7,,,,,0,0,0,0,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.0679823999526,None,4,0.602,0.003610999963711947,None,,001,2020_Feb_25_1141,so_be_u_00,3.2.4,58.530943556173305,
Paul,images/avatar1.jpg,reciprocate,1,1,enter,6,How activated are you right now?,low,high,1 2 3 4 5 6 7,,,,,0,0,0,0,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.71628709998913,None,4,0.622,0.0059652000200003386,None,,001,2020_Feb_25_1141,so_be_u_00,3.2.4,58.530943556173305,
Paul,images/avatar1.jpg,reciprocate,1,1,enter,,,,,,,,,,0,0,0,0,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.34782309998991,None,,,,,,,,,,,,,,,,,,,,,,001,2020_Feb_25_1141,so_be_u_00,3.2.4,58.530943556173305,
