playerAn,playerId,avatarFile,choiceLabel,actionLabel,actionRound,sliderID,sliderText,sliderMin,sliderMax,sliderChoices,bufferLoop.thisRepN,bufferLoop.thisTrialN,bufferLoop.thisN,bufferLoop.thisIndex,trials_0.thisRepN,trials_0.thisTrialN,trials_0.thisN,trials_0.thisIndex,sbLoop_0.thisRepN,sbLoop_0.thisTrialN,sbLoop_0.thisN,sbLoop_0.thisIndex,sliders_01.thisRepN,sliders_01.thisTrialN,sliders_01.thisN,sliders_01.thisIndex,slider_02.thisRepN,slider_02.thisTrialN,slider_02.thisN,slider_02.thisIndex,cB_1.started,cB_1.stopped,textWelcome.started,textWelcome.stopped,keyWelcome.keys,keyWelcome.started,keyWelcome.stopped,out_0.keys,out_0.rt,out_0.started,out_0.stopped,cB_2.started,cB_2.stopped,textInstructions.started,textInstructions.stopped,keyInstructions.keys,keyInstructions.started,keyInstructions.stopped,out_1.keys,out_1.rt,out_1.started,out_1.stopped,cB_12.started,cB_12.stopped,textInstructions_2.started,textInstructions_2.stopped,keyInstructions_2.keys,keyInstructions_2.started,keyInstructions_2.stopped,out_3.keys,out_3.rt,out_3.started,out_3.stopped,cB.started,cB.stopped,typedWord,displayText.started,displayText.stopped,copyText.started,copyText.stopped,out.keys,out.started,out.stopped,cB_3.started,cB_3.stopped,textServer.started,textServer.stopped,keyServer.keys,keyServer.started,keyServer.stopped,out_2.keys,out_2.rt,out_2.started,out_2.stopped,cB_4.started,cB_4.stopped,text_1.started,text_1.stopped,text_2.started,text_2.stopped,text_3.started,text_3.stopped,text_4.started,text_4.stopped,cB_5.started,cB_5.stopped,idle.started,idle.stopped,idle_2.started,idle_2.stopped,idle_3.started,idle_3.stopped,idle_4.started,idle_4.stopped,idle_5.started,idle_5.stopped,idle_6.started,idle_6.stopped,idle_7.started,idle_7.stopped,ilde_8.started,ilde_8.stopped,idle_9.started,idle_9.stopped,idle_10.started,idle_10.stopped,idle_11.started,idle_11.stopped,idle_12.started,idle_12.stopped,cB_6.started,cB_6.stopped,sBInstructions.started,sBInstructions.stopped,keySbInstructions.keys,keySbInstructions.started,keySbInstructions.stopped,out_sb.keys,out_sb.rt,out_sb.started,out_sb.stopped,cB_8.started,cB_8.stopped,text.started,text.stopped,imagesbRnd.started,imagesbRnd.stopped,sbChoice.response,sbChoice.rt,sbChoice.history,sbChoice.started,sbChoice.stopped,text_6.started,text_6.stopped,cB_9.started,cB_9.stopped,text_7.started,text_7.stopped,totalMoney,paulMoney,lukasMoney,cbFb.started,cbFb.stopped,textFb.started,textFb.stopped,out_Fb.keys,out_Fb.rt,out_Fb.started,out_Fb.stopped,cbBuf.started,cbBuf.stopped,text_8.started,text_8.stopped,cB_11.started,cB_11.stopped,rating_they.response,rating_they.rt,rating_they.started,rating_they.stopped,cB_14.started,cB_14.stopped,rating_you.response,rating_you.rt,rating_you.started,rating_you.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.004110099980608,None,14.175478999968618,14.48243959993124,14.48243959993124,14.685953399981372,14.685953399981372,14.787663399940357,14.787663399940357,14.923811999964528,14.923811999964528,15.078892699908465,15.078892699908465,15.230924099916592,15.230924099916592,15.332617899985053,15.332617899985053,15.82749930000864,15.82749930000864,16.33521779999137,16.33521779999137,16.84514119999949,16.828380699967965,17.338103499962017,17.338103499962017,17.474235099973157,18.05845709994901,None,18.245149999973364,None,None,20.04880589991808,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Feb_27_1157,so_be_u_00,3.2.4,58.48066071591389,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2.6559149000095204,18.05845709994901,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Feb_27_1157,so_be_u_00,3.2.4,58.48066071591389,
PlayerA,Paul,images/avatar1.jpg,reciprocate,1,0,,,,,,,,,,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.917382099898532,None,20.917382099898532,None,20.917382099898532,None,7,1.279,"[('5', 0.0), ('6', 0.884), ('7', 1.059), ('7', 1.279)]",0.010506420047022402,None,20.917382099898532,None,22.216927999979816,None,22.216927999979816,None,7,7,0,27.24025409994647,None,27.24025409994647,None,1,2.571492000017315,27.24025409994647,None,29.825727799907327,None,30.012159399921075,30.62485719996039,,,,,,,,,,,,,,001,2020_Feb_27_1157,so_be_u_00,3.2.4,58.48066071591389,
PlayerB,Lukas,images/avatar2.jpg,reciprocate,1,0,,,,,,,,,,0,0,0,1,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.88062119996175,None,30.88062119996175,None,30.88062119996175,None,6,0.756,"[('5', 0.0), ('6', 0.568), ('6', 0.756)]",0.0017154599772766232,None,30.88062119996175,None,31.6488009999739,None,31.6488009999739,None,13,7,6,35.687307499931194,None,35.687307499931194,None,1,1.321114500053227,35.687307499931194,None,37.02485899999738,None,37.19575660000555,37.808408799930476,,,,,,,,,,,,,,001,2020_Feb_27_1157,so_be_u_00,3.2.4,58.48066071591389,
PlayerA,Paul,images/avatar1.jpg,reciprocate,1,0,,,,,,,,,,0,0,0,1,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.137377699953504,None,38.137377699953504,None,38.137377699953504,None,6,0.76,"[('5', 0.0), ('6', 0.517), ('6', 0.76)]",0.016694739926606417,None,38.137377699953504,None,38.90742229996249,None,38.90742229996249,None,19,13,6,39.93262509990018,None,39.93262509990018,None,1,2.1073188999434933,39.93262509990018,None,42.056564199971035,None,42.227182299946435,42.840017099981196,,,,,,,,,,,,,,001,2020_Feb_27_1157,so_be_u_00,3.2.4,58.48066071591389,
PlayerB,Lukas,images/avatar2.jpg,reciprocate,1,0,,,,,,,,,,0,0,0,1,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.11341969994828,None,43.11341969994828,None,43.11341969994828,None,6,0.746,"[('5', 0.0), ('6', 0.538), ('6', 0.746)]",0.009762860019691288,None,43.11341969994828,None,43.86407069989946,None,43.86407069989946,None,25,13,12,45.894296299899,None,45.894296299899,None,1,2.2425934999482706,45.894296299899,None,48.153415599954315,None,48.32368199992925,48.93622909998521,,,,,,,,,,,,,,001,2020_Feb_27_1157,so_be_u_00,3.2.4,58.48066071591389,
PlayerA,Paul,images/avatar1.jpg,reciprocate,1,0,,,,,,,,,,0,0,0,1,1,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.241964699933305,None,49.241964699933305,None,49.241964699933305,None,5,0.48,"[('5', 0.0), ('5', 0.48)]",0.013864599983207881,None,49.241964699933305,None,49.72181349992752,None,49.72181349992752,None,30,18,12,54.743263299926184,None,54.743263299926184,None,1,0.2851978000253439,54.743263299926184,None,55.04489249992184,None,55.21786059997976,55.82938979996834,,,,,,,,,,,,,,001,2020_Feb_27_1157,so_be_u_00,3.2.4,58.48066071591389,
PlayerB,Lukas,images/avatar2.jpg,reciprocate,1,0,,,,,,,,,,0,0,0,1,1,1,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.08398220001254,None,56.08398220001254,None,56.08398220001254,None,6,0.711,"[('5', 0.0), ('6', 0.537), ('6', 0.711)]",0.008270239923149347,None,56.08398220001254,None,56.80332249996718,None,56.80332249996718,None,36,18,18,58.83182899991516,None,58.83182899991516,None,1,0.42115589999593794,58.83182899991516,None,59.26980679994449,None,59.43970389990136,60.05206909996923,,,,,,,,,,,,,,001,2020_Feb_27_1157,so_be_u_00,3.2.4,58.48066071591389,
PlayerA,Paul,images/avatar1.jpg,reciprocate,1,0,,,,,,,,,,0,0,0,1,1,2,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.34299159992952,None,60.34299159992952,None,60.34299159992952,None,5,2.384,"[('5', 0.0), ('5', 2.384)]",0.0037960800109431148,None,60.34299159992952,None,62.73638069990557,None,62.73638069990557,None,41,23,18,63.758713599992916,None,63.758713599992916,None,1,0.6944636000553146,63.758713599992916,None,64.46969489997718,None,64.64000899996608,65.25382949993946,,,,,,,,,,,,,,001,2020_Feb_27_1157,so_be_u_00,3.2.4,58.48066071591389,
PlayerB,Lukas,images/avatar2.jpg,reciprocate,1,0,,,,,,,,,,0,0,0,1,1,3,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.51070849993266,None,65.51070849993266,None,65.51070849993266,None,5,0.607,"[('5', 0.0), ('5', 0.607)]",0.008823339943774045,None,65.51070849993266,None,66.12545469996985,None,66.12545469996985,None,46,23,23,67.15312179992907,None,67.15312179992907,None,None,,67.15312179992907,None,72.1350584999891,None,72.30541899998207,72.9185479999287,,,,,,,,,,,,,,001,2020_Feb_27_1157,so_be_u_00,3.2.4,58.48066071591389,
PlayerB,Lukas,images/avatar2.jpg,reciprocate,1,0,1,How much do you like,not at all,very much,1 2 3 4 5 6 7,,,,,0,0,0,1,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.20731959992554,None,5,3.264,0.003497479949146509,None,,,,,,,,001,2020_Feb_27_1157,so_be_u_00,3.2.4,58.48066071591389,
PlayerB,Lukas,images/avatar2.jpg,reciprocate,1,0,2,How much do you want to continue playing with,not at all,very much,1 2 3 4 5 6 7,,,,,0,0,0,1,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.52248789998703,None,5,0.886,0.012528560007922351,None,,,,,,,,001,2020_Feb_27_1157,so_be_u_00,3.2.4,58.48066071591389,
PlayerB,Lukas,images/avatar2.jpg,reciprocate,1,0,3,How much do you like,not at all,very much,1 2 3 4 5 6 7,,,,,0,0,0,1,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.45548569993116,None,5,1.232,0.0006970399990677834,None,,,,,,,,001,2020_Feb_27_1157,so_be_u_00,3.2.4,58.48066071591389,
PlayerB,Lukas,images/avatar2.jpg,reciprocate,1,0,4,How much do you want to continue playing with ,not at all,very much,1 2 3 4 5 6 7,,,,,0,0,0,1,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.73819059995003,None,4,0.614,0.014692560071125627,None,,,,,,,,001,2020_Feb_27_1157,so_be_u_00,3.2.4,58.48066071591389,
PlayerB,Lukas,images/avatar2.jpg,reciprocate,1,0,3,How well do you think you are performing ,bad,good,1 2 3 4 5 6 7,,,,,0,0,0,1,,,,,,,,,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.45096919999924,None,4,0.796,,,,001,2020_Feb_27_1157,so_be_u_00,3.2.4,58.48066071591389,
PlayerB,Lukas,images/avatar2.jpg,reciprocate,1,0,3,How well do you think you are performing ,bad,good,1 2 3 4 5 6 7,,,,,0,0,0,1,,,,,,,,,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009359500021673739,None,,001,2020_Feb_27_1157,so_be_u_00,3.2.4,58.48066071591389,
