playerId,avatarFile,choiceLabel,actionLabel,correctResponse,bufferLoop.thisRepN,bufferLoop.thisTrialN,bufferLoop.thisN,bufferLoop.thisIndex,sbLoop.thisRepN,sbLoop.thisTrialN,sbLoop.thisN,sbLoop.thisIndex,cB_1.started,cB_1.stopped,textWelcome.started,textWelcome.stopped,keyWelcome.keys,keyWelcome.started,keyWelcome.stopped,out_0.keys,out_0.rt,out_0.started,out_0.stopped,cB_2.started,cB_2.stopped,textInstructions.started,textInstructions.stopped,keyInstructions.keys,keyInstructions.started,keyInstructions.stopped,out_1.keys,out_1.rt,out_1.started,out_1.stopped,cB_3.started,cB_3.stopped,textServer.started,textServer.stopped,keyServer.keys,keyServer.started,keyServer.stopped,out_2.keys,out_2.rt,out_2.started,out_2.stopped,cB_4.started,cB_4.stopped,text_1.started,text_1.stopped,text_2.started,text_2.stopped,text_3.started,text_3.stopped,text_4.started,text_4.stopped,cB_5.started,cB_5.stopped,idle.started,idle.stopped,idle_2.started,idle_2.stopped,idle_3.started,idle_3.stopped,idle_4.started,idle_4.stopped,idle_5.started,idle_5.stopped,idle_6.started,idle_6.stopped,idle_7.started,idle_7.stopped,ilde_8.started,ilde_8.stopped,idle_9.started,idle_9.stopped,idle_10.started,idle_10.stopped,idle_11.started,idle_11.stopped,idle_12.started,idle_12.stopped,cB_6.started,cB_6.stopped,sBInstructions.started,sBInstructions.stopped,keySbInstructions.keys,keySbInstructions.started,keySbInstructions.stopped,out_sb.keys,out_sb.rt,out_sb.started,out_sb.stopped,cB_8.started,cB_8.stopped,text.started,text.stopped,imagesbRnd.started,imagesbRnd.stopped,Slider.response,Slider.rt,Slider.history,Slider.started,Slider.stopped,cB_9.started,cB_9.stopped,cbFb.started,cbFb.stopped,textFb.started,textFb.stopped,out_Fb.keys,out_Fb.started,out_Fb.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,7.23346180000226,None,7.23346180000226,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Feb_21_1503,so_be_u_00,3.2.4,58.65928341842578,
,,,,,,,,,,,,,,,,,,,,1,1.8061806999976397,7.23346180000226,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Feb_21_1503,so_be_u_00,3.2.4,58.65928341842578,
,,,,,,,,,,,,,,,,,,,,,,,,9.056454800003849,None,9.056454800003849,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Feb_21_1503,so_be_u_00,3.2.4,58.65928341842578,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.20541389999561943,9.056454800003849,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Feb_21_1503,so_be_u_00,3.2.4,58.65928341842578,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.279232599998068,None,9.279232599998068,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Feb_21_1503,so_be_u_00,3.2.4,58.65928341842578,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.13764549999905284,9.279232599998068,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Feb_21_1503,so_be_u_00,3.2.4,58.65928341842578,
,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.433406800002558,None,9.433406800002558,10.443050400004722,10.406652600002417,10.917814600004931,10.917814600004931,11.430839699998614,11.413901400002942,11.929318100003002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Feb_21_1503,so_be_u_00,3.2.4,58.65928341842578,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.946212499999092,None,12.11677570000029,12.424490900004457,12.424490900004457,12.627180100003898,12.627180100003898,12.730578499998956,12.730578499998956,12.867395599998417,12.867395599998417,13.021037999998953,13.021037999998953,13.176154699998733,13.176154699998733,13.278624300000956,13.278624300000956,13.775840100002824,13.775840100002824,14.287659599998733,14.270729600000777,14.783182600003784,14.76628840000194,15.27898930000083,15.27898930000083,15.415501600000425,15.944342499999038,None,16.11539410000114,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Feb_21_1503,so_be_u_00,3.2.4,58.65928341842578,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.4187320999990334,15.944342499999038,None,,,,,,,,,,,,,,,,,,,,,,001,2020_Feb_21_1503,so_be_u_00,3.2.4,58.65928341842578,
Paul,images/avatar1.jpg,keep the investment,0,defect,,,,,0,0,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.53294299999834,None,17.53294299999834,None,17.53294299999834,None,1,1.138,"[(2.0, 0.0), (1, 0.504), (1, 1.138)]",0.004312390003178734,None,18.679201799997827,None,19.207422600004065,None,19.207422600004065,None,None,19.207422600004065,None,,001,2020_Feb_21_1503,so_be_u_00,3.2.4,58.65928341842578,
