playerId,avatarFile,choiceLabel,actionLabel,actionRound,sliderID,sliderText,sliderLabels,sliderMin,sliderMax,bufferLoop.thisRepN,bufferLoop.thisTrialN,bufferLoop.thisN,bufferLoop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,sbLoop.thisRepN,sbLoop.thisTrialN,sbLoop.thisN,sbLoop.thisIndex,sliders_1.thisRepN,sliders_1.thisTrialN,sliders_1.thisN,sliders_1.thisIndex,cB_1.started,cB_1.stopped,textWelcome.started,textWelcome.stopped,keyWelcome.keys,keyWelcome.started,keyWelcome.stopped,out_0.keys,out_0.rt,out_0.started,out_0.stopped,cB_2.started,cB_2.stopped,textInstructions.started,textInstructions.stopped,keyInstructions.keys,keyInstructions.started,keyInstructions.stopped,out_1.keys,out_1.rt,out_1.started,out_1.stopped,cB_3.started,cB_3.stopped,textServer.started,textServer.stopped,keyServer.keys,keyServer.started,keyServer.stopped,out_2.keys,out_2.rt,out_2.started,out_2.stopped,cB_4.started,cB_4.stopped,text_1.started,text_1.stopped,text_2.started,text_2.stopped,text_3.started,text_3.stopped,text_4.started,text_4.stopped,cB_5.started,cB_5.stopped,idle.started,idle.stopped,idle_2.started,idle_2.stopped,idle_3.started,idle_3.stopped,idle_4.started,idle_4.stopped,idle_5.started,idle_5.stopped,idle_6.started,idle_6.stopped,idle_7.started,idle_7.stopped,ilde_8.started,ilde_8.stopped,idle_9.started,idle_9.stopped,idle_10.started,idle_10.stopped,idle_11.started,idle_11.stopped,idle_12.started,idle_12.stopped,cB_6.started,cB_6.stopped,sBInstructions.started,sBInstructions.stopped,keySbInstructions.keys,keySbInstructions.started,keySbInstructions.stopped,out_sb.keys,out_sb.rt,out_sb.started,out_sb.stopped,cB_8.started,cB_8.stopped,text.started,text.stopped,imagesbRnd.started,imagesbRnd.stopped,Slider.response,Slider.rt,Slider.history,Slider.started,Slider.stopped,cB_9.started,cB_9.stopped,totalMoney,cbFb.started,cbFb.stopped,textFb.started,textFb.stopped,out_Fb.keys,out_Fb.started,out_Fb.stopped,cbBuf.started,cbBuf.stopped,fixCross.started,fixCross.stopped,cB_11.started,cB_11.stopped,rating.response,rating.rt,rating.started,rating.stopped,ratingKey.keys,ratingKey.rt,ratingKey.started,ratingKey.stopped,participant,session,date,expName,psychopyVersion,frameRate,
Lukas,images/avatar2.jpg,reciprocate,1,1,,,,,,,,,,0,0,0,8,0,11,11,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.536643699975684,None,60.536643699975684,None,60.536643699975684,None,5,0.587,"[('5', 0.0), ('5', 0.586)]",0.003531170019414276,None,61.133276999986265,None,25,61.66137410001829,None,61.66137410001829,None,None,61.66137410001829,None,63.63631660002284,None,63.8073546999949,64.32141759997467,,,,,,,,,,,,001,2020_Feb_24_1131,so_be_u_00,3.2.4,58.74784835264682,
Paul,images/avatar1.jpg,reciprocate,1,1,,,,,,,,,,0,0,0,8,0,12,12,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.62751479999861,None,64.62751479999861,None,64.62751479999861,None,5,0.626,"[('5', 0.0), ('5', 0.626)]",0.012605550000444055,None,65.2564194999868,None,30,65.78437020001002,None,65.78437020001002,None,None,65.78437020001002,None,67.76187059999211,None,67.93233189999592,68.44321579998359,,,,,,,,,,,,001,2020_Feb_24_1131,so_be_u_00,3.2.4,58.74784835264682,
Paul,images/avatar1.jpg,reciprocate,1,1,,,,,,,,,,0,0,0,8,0,13,13,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.71628440002678,None,68.71628440002678,None,68.71628440002678,None,5,0.618,"[('5', 0.0), ('5', 0.617)]",0.0010609099990688264,None,69.34706940001342,None,35,69.85755700001027,None,69.85755700001027,None,None,69.85755700001027,None,71.8488588000182,None,72.02107279998017,72.5320857000188,,,,,,,,,,,,001,2020_Feb_24_1131,so_be_u_00,3.2.4,58.74784835264682,
Paul,images/avatar1.jpg,keep the investment,0,1,,,,,,,,,,0,0,0,8,0,14,14,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.80472200002987,None,72.80472200002987,None,72.80472200002987,None,5,0.548,"[('5', 0.0), ('5', 0.548)]",0.0018724100082181394,None,73.36556569999084,None,35,73.8948011000175,None,73.8948011000175,None,None,73.8948011000175,None,75.86982969997916,None,76.03965829999652,76.55180060002021,,,,,,,,,,,,001,2020_Feb_24_1131,so_be_u_00,3.2.4,58.74784835264682,
Paul,images/avatar1.jpg,reciprocate,1,1,,,,,,,,,,0,0,0,8,0,15,15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.82251600001473,None,76.82251600001473,None,76.82251600001473,None,5,0.567,"[('5', 0.0), ('5', 0.567)]",0.00015110999811440706,None,77.4030185000156,None,40,77.93077029997949,None,77.93077029997949,None,None,77.93077029997949,None,79.90644709998742,None,80.07728909997968,80.58692470000824,,,,,,,,,,,,001,2020_Feb_24_1131,so_be_u_00,3.2.4,58.74784835264682,
Paul,images/avatar1.jpg,reciprocate,1,1,,,,,,,,,,0,0,0,8,0,16,16,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.85992509999778,None,80.85992509999778,None,80.85992509999778,None,5,0.585,"[('5', 0.0), ('5', 0.585)]",0.0019313099910505116,None,81.45768029999454,None,45,81.96950619999552,None,81.96950619999552,None,None,81.96950619999552,None,83.96168080001371,None,84.1344835999771,84.64317860000301,,,,,,,,,,,,001,2020_Feb_24_1131,so_be_u_00,3.2.4,58.74784835264682,
Lukas,images/avatar2.jpg,keep the investment,0,1,,,,,,,,,,0,0,0,8,0,17,17,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.9318233000231,None,84.9318233000231,None,84.9318233000231,None,5,0.757,"[('5', 0.0), ('5', 0.757)]",0.008147079963237047,None,85.70044470002176,None,45,86.2263298999751,None,86.2263298999751,None,None,86.2263298999751,None,88.20486440003151,None,88.3744638999924,88.88655980001204,,,,,,,,,,,,001,2020_Feb_24_1131,so_be_u_00,3.2.4,58.74784835264682,
Lukas,images/avatar2.jpg,keep the investment,0,1,,,,,,,,,,0,0,0,8,0,18,18,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.24513019999722,None,89.24513019999722,None,89.24513019999722,None,5,0.777,"[('5', 0.0), ('5', 0.777)]",0.00842175999423489,None,90.02898370003095,None,45,90.54131060000509,None,90.54131060000509,None,None,90.54131060000509,None,92.5340251000016,None,92.70448200003011,93.21761210000841,,,,,,,,,,,,001,2020_Feb_24_1131,so_be_u_00,3.2.4,58.74784835264682,
Paul,images/avatar1.jpg,keep the investment,0,1,4,How much do you want to continue playing with Lukas?,"not at all, very much",1,7,,,,,0,0,0,8,,,,,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.54523540002992,None,None,None,0.0034808199852705,None,left,7.807586399954744,93.54523540002992,None,,001,2020_Feb_24_1131,so_be_u_00,3.2.4,58.74784835264682,
Paul,images/avatar1.jpg,keep the investment,0,1,5,How do you feel?,"negative, positive",1,7,,,,,0,0,0,8,,,,,0,1,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.43861060001655,None,None,None,0.005394179956056178,None,left,0.1859132000245154,101.43861060001655,None,,001,2020_Feb_24_1131,so_be_u_00,3.2.4,58.74784835264682,
Paul,images/avatar1.jpg,keep the investment,0,1,2,How much do you want to continue playing with Paul?,"not at all, very much",1,7,,,,,0,0,0,8,,,,,0,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.72604670003057,None,None,None,0.013588749978225678,None,right,0.46081399999093264,101.72604670003057,None,,001,2020_Feb_24_1131,so_be_u_00,3.2.4,58.74784835264682,
Paul,images/avatar1.jpg,keep the investment,0,1,6,How activated are you right now?,"low, high",1,7,,,,,0,0,0,8,,,,,0,3,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.25340940000024,None,None,None,0.005372610001359135,None,right,0.5814070000196807,102.25340940000024,None,,001,2020_Feb_24_1131,so_be_u_00,3.2.4,58.74784835264682,
Paul,images/avatar1.jpg,keep the investment,0,1,3,How much do you like Lukas?,"not at all, very much",1,7,,,,,0,0,0,8,,,,,0,4,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.93619490001583,None,None,None,0.015413250017445534,None,left,0.835317799996119,102.93619490001583,None,,001,2020_Feb_24_1131,so_be_u_00,3.2.4,58.74784835264682,
Paul,images/avatar1.jpg,keep the investment,0,1,1,How much do you like Paul?,"not at all, very much",1,7,,,,,0,0,0,8,,,,,0,5,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.87291720003122,None,None,None,0.016806249972432852,None,left,0.5291997999884188,103.87291720003122,None,,001,2020_Feb_24_1131,so_be_u_00,3.2.4,58.74784835264682,
Paul,images/avatar1.jpg,keep the investment,0,1,,,,,,,,,,0,0,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Feb_24_1131,so_be_u_00,3.2.4,58.74784835264682,
