colour_background.started,colour_background.stopped,textWelcome.started,textWelcome.stopped,keyWelcome.keys,keyWelcome.rt,keyWelcome.started,keyWelcome.stopped,colour_background_2.started,colour_background_2.stopped,textInstructions.started,textInstructions.stopped,keyInstructions.keys,keyInstructions.rt,keyInstructions.started,keyInstructions.stopped,colour_background_3.started,colour_background_3.stopped,keyInstructions_2.keys,keyInstructions_2.rt,keyInstructions_2.started,keyInstructions_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
5.598253100000875,None,5.598253100000875,None,c,0.35852629999862984,7.579260900001827,None,,,,,,,,,,,,,,,,001,2020_Feb_21_1154,so_be_u_00,3.2.4,58.97474760262543,
,,,,,,,,7.954242600000725,None,7.954242600000725,None,c,2.3089782999995805,9.936207800001284,None,,,,,,,,001,2020_Feb_21_1154,so_be_u_00,3.2.4,58.97474760262543,
,,,,,,,,,,,,,,,,12.261742000002414,None,c,1.8128011000007973,14.239128600002005,None,,001,2020_Feb_21_1154,so_be_u_00,3.2.4,58.97474760262543,
