playerAn,playerId,avatarFile,choiceLabel,actionLabel,actionRound,sliderID,sliderText,sliderMin,sliderMax,sliderChoices,bufferLoop.thisRepN,bufferLoop.thisTrialN,bufferLoop.thisN,bufferLoop.thisIndex,sbLoop_0.thisRepN,sbLoop_0.thisTrialN,sbLoop_0.thisN,sbLoop_0.thisIndex,sliders_0.thisRepN,sliders_0.thisTrialN,sliders_0.thisN,sliders_0.thisIndex,buffer_0.thisRepN,buffer_0.thisTrialN,buffer_0.thisN,buffer_0.thisIndex,trials_1.thisRepN,trials_1.thisTrialN,trials_1.thisN,trials_1.thisIndex,sbLoop_1.thisRepN,sbLoop_1.thisTrialN,sbLoop_1.thisN,sbLoop_1.thisIndex,cB_1.started,cB_1.stopped,textWelcome.started,textWelcome.stopped,keyWelcome.keys,keyWelcome.started,keyWelcome.stopped,out_0.keys,out_0.rt,out_0.started,out_0.stopped,cB_2.started,cB_2.stopped,textInstructions.started,textInstructions.stopped,keyInstructions.keys,keyInstructions.started,keyInstructions.stopped,out_1.keys,out_1.rt,out_1.started,out_1.stopped,cB_12.started,cB_12.stopped,textInstructions_2.started,textInstructions_2.stopped,keyInstructions_2.keys,keyInstructions_2.started,keyInstructions_2.stopped,out_3.keys,out_3.rt,out_3.started,out_3.stopped,cB.started,cB.stopped,typedWord,displayText.started,displayText.stopped,copyText.started,copyText.stopped,out.keys,out.started,out.stopped,cB_3.started,cB_3.stopped,textServer.started,textServer.stopped,keyServer.keys,keyServer.rt,keyServer.started,keyServer.stopped,out_2.keys,out_2.started,out_2.stopped,cB_4.started,cB_4.stopped,text_1.started,text_1.stopped,text_2.started,text_2.stopped,text_3.started,text_3.stopped,text_4.started,text_4.stopped,cB_5.started,cB_5.stopped,idle.started,idle.stopped,idle_2.started,idle_2.stopped,idle_3.started,idle_3.stopped,idle_4.started,idle_4.stopped,idle_5.started,idle_5.stopped,idle_6.started,idle_6.stopped,idle_7.started,idle_7.stopped,ilde_8.started,ilde_8.stopped,idle_9.started,idle_9.stopped,idle_10.started,idle_10.stopped,idle_11.started,idle_11.stopped,idle_12.started,idle_12.stopped,cB_6.started,cB_6.stopped,sBInstructions.started,sBInstructions.stopped,keySbInstructions.keys,keySbInstructions.started,keySbInstructions.stopped,out_sb.keys,out_sb.rt,out_sb.started,out_sb.stopped,cB_8.started,cB_8.stopped,text.started,text.stopped,imagesbRnd.started,imagesbRnd.stopped,sbChoice.response,sbChoice.rt,sbChoice.history,sbChoice.started,sbChoice.stopped,text_6.started,text_6.stopped,cB_9.started,cB_9.stopped,text_7.started,text_7.stopped,totalMoney,paulMoney,lukasMoney,cbFb.started,cbFb.stopped,textFb.started,textFb.stopped,out_Fb.keys,out_Fb.started,out_Fb.stopped,cbBuf.started,cbBuf.stopped,text_8.started,text_8.stopped,cB_11.started,cB_11.stopped,rating.response,rating.rt,rating.started,rating.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.606151800020598,None,17.77672009996604,18.08374619996175,18.08374619996175,18.288189599988982,18.288189599988982,18.374120199936442,18.374120199936442,18.528615099960007,18.528615099960007,18.68051249999553,18.68051249999553,18.832800499978475,18.832800499978475,18.93475639994722,18.93475639994722,19.43028219998814,19.43028219998814,19.94498669996392,19.926328200032003,20.438474599970505,20.438474599970505,20.95066869992297,20.932214200031012,21.086584899923764,21.653823300031945,None,21.84203289996367,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Feb_27_1046,so_be_u_00,3.2.4,58.40937259351042,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.8421415000921115,21.653823300031945,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Feb_27_1046,so_be_u_00,3.2.4,58.40937259351042,
PlayerB,Lukas,images/avatar2.jpg,reciprocate,1,0,,,,,,,,,,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.614456299925223,None,23.614456299925223,None,23.614456299925223,None,7,1.668,"[('5', 0.0), ('6', 1.173), ('7', 1.329), ('7', 1.668)]",0.010406039888039231,None,23.614456299925223,None,25.290703000035137,None,25.290703000035137,None,7,0,7,27.320076199946925,None,27.320076199946925,None,None,27.320076199946925,None,32.3090173000237,None,32.47879650001414,33.093609799980186,,,,,,,,001,2020_Feb_27_1046,so_be_u_00,3.2.4,58.40937259351042,
PlayerB,Lukas,images/avatar2.jpg,reciprocate,1,0,,,,,,,,,,0,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.333447900018655,None,33.333447900018655,None,33.333447900018655,None,5,0.63,"[('5', 0.0), ('5', 0.63)]",0.014595880056731403,None,33.333447900018655,None,33.9804696399835,None,33.9804696399835,None,12,0,12,34.00155079993419,None,34.00155079993419,None,None,34.00155079993419,None,38.98664140002802,None,39.158134900033474,39.772641199990176,,,,,,,,001,2020_Feb_27_1046,so_be_u_00,3.2.4,58.40937259351042,
PlayerA,Paul,images/avatar1.jpg,reciprocate,1,0,,,,,,,,,,0,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.07796529994812,None,40.07796529994812,None,40.07796529994812,None,5,0.579,"[('5', 0.0), ('5', 0.579)]",0.013089200016111135,None,40.07796529994812,None,40.657556899939664,None,40.657556899939664,None,17,5,12,45.67678600002546,None,45.67678600002546,None,None,45.67678600002546,None,50.66191579995211,None,50.83697249996476,51.450904599973,,,,,,,,001,2020_Feb_27_1046,so_be_u_00,3.2.4,58.40937259351042,
PlayerA,Paul,images/avatar1.jpg,reciprocate,1,0,,,,,,,,,,1,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.725950699998066,None,51.725950699998066,None,51.725950699998066,None,5,0.532,"[('5', 0.0), ('5', 0.532)]",0.015764160081744194,None,51.725950699998066,None,52.272289099986665,None,52.272289099986665,None,22,10,12,53.296109099988826,None,53.296109099988826,None,None,53.296109099988826,None,58.286191100021824,None,58.45401420001872,59.069031800027005,,,,,,,,001,2020_Feb_27_1046,so_be_u_00,3.2.4,58.40937259351042,
PlayerB,Lukas,images/avatar2.jpg,reciprocate,1,0,,,,,,,,,,1,1,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.37694059999194,None,59.37694059999194,None,59.37694059999194,None,5,0.995,"[('5', 0.0), ('5', 0.995)]",0.0006978999590501189,None,59.37694059999194,None,60.38464820000809,None,60.38464820000809,None,27,10,17,62.41616809996776,None,62.41616809996776,None,None,62.41616809996776,None,67.40875569998752,None,67.58201919996645,68.19399579998571,,,,,,,,001,2020_Feb_27_1046,so_be_u_00,3.2.4,58.40937259351042,
PlayerB,Lukas,images/avatar2.jpg,reciprocate,1,0,,,,,,,,,,1,2,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.41575139993802,None,68.41575139993802,None,68.41575139993802,None,5,0.587,"[('5', 0.0), ('5', 0.587)]",0.002468740101903677,None,68.41575139993802,None,69.01525779999793,None,69.01525779999793,None,32,10,22,70.01885110000148,None,70.01885110000148,None,None,70.01885110000148,None,75.03005409997422,None,75.19976610003505,75.81475549994502,,,,,,,,001,2020_Feb_27_1046,so_be_u_00,3.2.4,58.40937259351042,
,,,,,,1,How much do you like Paul?,not at all,very much,1 2 3 4 5 6 7,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.10418539994862,None,5,12.603,0.008237660164013505,None,,001,2020_Feb_27_1046,so_be_u_00,3.2.4,58.40937259351042,
,,,,,,2,How much do you want to continue playing with Paul?,not at all,very much,1 2 3 4 5 6 7,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.75242609996349,None,4,0.478,0.014607219956815243,None,,001,2020_Feb_27_1046,so_be_u_00,3.2.4,58.40937259351042,
,,,,,,3,How much do you like Lukas?,not at all,very much,1 2 3 4 5 6 7,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.27967479999643,None,4,0.667,3.438000567257404e-05,None,,001,2020_Feb_27_1046,so_be_u_00,3.2.4,58.40937259351042,
,,,,,,4,How much do you want to continue playing with Lukas?,not at all,very much,1 2 3 4 5 6 7,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.99630390002858,None,4,1.584,0.0166185200214386,None,,001,2020_Feb_27_1046,so_be_u_00,3.2.4,58.40937259351042,
,,,,,,5,How do you feel?,negative,positive,1 2 3 4 5 6 7,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.6267014000332,None,5,4.507,0.004503980046138167,None,,001,2020_Feb_27_1046,so_be_u_00,3.2.4,58.40937259351042,
,,,,,,6,How activated are you right now?,low,high,1 2 3 4 5 6 7,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.17960040003527,None,5,2.349,0.00577638007234782,None,,001,2020_Feb_27_1046,so_be_u_00,3.2.4,58.40937259351042,
,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.53748439997435,None,98.53748439997435,None,,,,,,,,,,,,,,,,,,,,,,001,2020_Feb_27_1046,so_be_u_00,3.2.4,58.40937259351042,
,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.54505620000418,102.54505620000418,102.54505620000418,102.54505620000418,,,,,,,,,,,,,,,,,,,,,,001,2020_Feb_27_1046,so_be_u_00,3.2.4,58.40937259351042,
,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.55660030001309,104.55660030001309,104.55660030001309,104.55660030001309,,,,,,,,,,,,,,,,,,,,,,001,2020_Feb_27_1046,so_be_u_00,3.2.4,58.40937259351042,
,,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.56652639992535,106.56652639992535,106.56652639992535,106.56652639992535,,,,,,,,,,,,,,,,,,,,,,001,2020_Feb_27_1046,so_be_u_00,3.2.4,58.40937259351042,
PlayerB,Lukas,images/avatar2.jpg,keep the investment,0,1,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.6394835000392,None,111.6394835000392,None,111.6394835000392,None,6,1.413,"[('5', 0.0), ('6', 0.628), ('6', 1.413)]",0.009007720043882728,None,111.6394835000392,None,113.05752093995689,None,113.05752093995689,None,32,10,22,113.09084299998358,None,113.09084299998358,None,None,113.09084299998358,None,118.06317829992622,None,118.23573499999475,118.84696070000064,,,,,,,,001,2020_Feb_27_1046,so_be_u_00,3.2.4,58.40937259351042,
PlayerB,Lukas,images/avatar2.jpg,keep the investment,0,1,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,1,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.08640829997603,None,119.08640829997603,None,119.08640829997603,None,6,1.057,"[('5', 0.0), ('6', 0.7), ('6', 1.057)]",0.015126979909837246,None,119.08640829997603,None,120.1591013999423,None,120.1591013999423,None,32,10,22,121.16391340002883,None,121.16391340002883,None,None,121.16391340002883,None,126.1697224000236,None,126.33978769998066,126.95210709993262,,,,,,,,001,2020_Feb_27_1046,so_be_u_00,3.2.4,58.40937259351042,
PlayerA,Paul,images/avatar1.jpg,reciprocate,1,1,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.25895079993643,None,127.25895079993643,None,127.25895079993643,None,6,1.966,"[('5', 0.0), ('6', 0.496), ('6', 1.966)]",0.01489739993121475,None,127.25895079993643,None,129.22156169998925,None,129.22156169998925,None,38,16,22,134.2550017000176,None,134.2550017000176,None,None,134.2550017000176,None,139.23826929996721,None,139.4085439000046,140.02294559997972,,,,,,,,001,2020_Feb_27_1046,so_be_u_00,3.2.4,58.40937259351042,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.295167400036,None,140.295167400036,None,140.295167400036,None,6,2.539,"[('5', 0.0), ('6', 0.726), ('6', 2.539)]",0.014368720003403723,None,140.295167400036,None,142.83887079998385,None,142.83887079998385,None,38,16,22,147.8726840999443,None,147.8726840999443,None,None,147.8726840999443,None,,,,,,,,,,,,,,,,,
