playerId,avatarFile,choiceLabel,actionLabel,actionRound,sliderID,sliderText,sliderLabels,sliderMin,sliderMax,bufferLoop.thisRepN,bufferLoop.thisTrialN,bufferLoop.thisN,bufferLoop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,sbLoop.thisRepN,sbLoop.thisTrialN,sbLoop.thisN,sbLoop.thisIndex,sliders_1.thisRepN,sliders_1.thisTrialN,sliders_1.thisN,sliders_1.thisIndex,cB_1.started,cB_1.stopped,textWelcome.started,textWelcome.stopped,keyWelcome.keys,keyWelcome.started,keyWelcome.stopped,out_0.keys,out_0.rt,out_0.started,out_0.stopped,cB_2.started,cB_2.stopped,textInstructions.started,textInstructions.stopped,keyInstructions.keys,keyInstructions.started,keyInstructions.stopped,out_1.keys,out_1.rt,out_1.started,out_1.stopped,cB_3.started,cB_3.stopped,textServer.started,textServer.stopped,keyServer.keys,keyServer.started,keyServer.stopped,out_2.keys,out_2.rt,out_2.started,out_2.stopped,cB_4.started,cB_4.stopped,text_1.started,text_1.stopped,text_2.started,text_2.stopped,text_3.started,text_3.stopped,text_4.started,text_4.stopped,cB_5.started,cB_5.stopped,idle.started,idle.stopped,idle_2.started,idle_2.stopped,idle_3.started,idle_3.stopped,idle_4.started,idle_4.stopped,idle_5.started,idle_5.stopped,idle_6.started,idle_6.stopped,idle_7.started,idle_7.stopped,ilde_8.started,ilde_8.stopped,idle_9.started,idle_9.stopped,idle_10.started,idle_10.stopped,idle_11.started,idle_11.stopped,idle_12.started,idle_12.stopped,cB_6.started,cB_6.stopped,sBInstructions.started,sBInstructions.stopped,keySbInstructions.keys,keySbInstructions.started,keySbInstructions.stopped,out_sb.keys,out_sb.rt,out_sb.started,out_sb.stopped,cB_8.started,cB_8.stopped,text.started,text.stopped,imagesbRnd.started,imagesbRnd.stopped,Slider.response,Slider.rt,Slider.history,Slider.started,Slider.stopped,cB_9.started,cB_9.stopped,cbFb.started,cbFb.stopped,textFb.started,textFb.stopped,out_Fb.keys,out_Fb.started,out_Fb.stopped,cbBuf.started,cbBuf.stopped,fixCross.started,fixCross.stopped,cB_11.started,cB_11.stopped,rating.response,rating.rt,rating.started,rating.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,8.104851600015536,None,8.104851600015536,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Feb_24_1113,so_be_u_00,3.2.4,59.085207363752055,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.5195577000267804,8.104851600015536,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Feb_24_1113,so_be_u_00,3.2.4,59.085207363752055,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.64016139996238,None,9.64016139996238,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Feb_24_1113,so_be_u_00,3.2.4,59.085207363752055,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.3239165999693796,9.64016139996238,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Feb_24_1113,so_be_u_00,3.2.4,59.085207363752055,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.981077799980994,None,9.981077799980994,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Feb_24_1113,so_be_u_00,3.2.4,59.085207363752055,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.309126699983608,9.981077799980994,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Feb_24_1113,so_be_u_00,3.2.4,59.085207363752055,
,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.306225800013635,None,10.306225800013635,11.313687399961054,11.279831899970304,11.791017799987458,11.791017799987458,12.30606179998722,12.289142399968114,12.79959939996479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Feb_24_1113,so_be_u_00,3.2.4,59.085207363752055,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.81655689998297,None,12.989035099977627,13.294192400004249,13.294192400004249,13.498975399998017,13.498975399998017,13.600777300016489,13.600777300016489,13.738988499972038,13.738988499972038,13.890714399982244,13.890714399982244,14.04430800001137,14.04430800001137,14.14648210001178,14.14648210001178,14.643836200004444,14.643836200004444,15.155287400004454,15.138589399983175,15.64965849998407,15.64965849998407,16.161527999967802,16.144522099988535,16.298759699973743,16.808984000002965,None,16.979249199968763,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Feb_24_1113,so_be_u_00,3.2.4,59.085207363752055,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.040988799999468,16.808984000002965,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Feb_24_1113,so_be_u_00,3.2.4,59.085207363752055,
Lukas,images/avatar2.jpg,keep the investment,0,1,,,,,,,,,,0,0,0,5,0,0,0,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.003692300000694,None,18.003692300000694,None,18.003692300000694,None,5,0.603,"[('5', 0.0), ('5', 0.603)]",0.004906300047878176,None,18.61577400000533,None,19.144389099965338,None,19.144389099965338,None,None,19.144389099965338,None,21.12042459996883,None,21.29041790001793,21.803402099991217,,,,,,,,001,2020_Feb_24_1113,so_be_u_00,3.2.4,59.085207363752055,
Paul,images/avatar1.jpg,reciprocate,1,1,,,,,,,,,,0,0,0,5,0,1,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.12775420001708,None,22.12775420001708,None,22.12775420001708,None,5,0.481,"[('5', 0.0), ('5', 0.481)]",0.004709500004537404,None,22.62178839999251,None,23.149514099990483,None,23.149514099990483,None,None,23.149514099990483,None,25.125909299997147,None,25.296545399993192,25.80684430000838,,,,,,,,001,2020_Feb_24_1113,so_be_u_00,3.2.4,59.085207363752055,
