bufferLoop.thisRepN,bufferLoop.thisTrialN,bufferLoop.thisN,bufferLoop.thisIndex,cB_1.started,cB_1.stopped,textWelcome.started,textWelcome.stopped,keyWelcome.keys,keyWelcome.started,keyWelcome.stopped,out_0.keys,out_0.rt,out_0.started,out_0.stopped,cB_2.started,cB_2.stopped,textInstructions.started,textInstructions.stopped,keyInstructions.keys,keyInstructions.started,keyInstructions.stopped,out_1.keys,out_1.rt,out_1.started,out_1.stopped,cB_3.started,cB_3.stopped,textServer.started,textServer.stopped,keyServer.keys,keyServer.started,keyServer.stopped,out_2.keys,out_2.rt,out_2.started,out_2.stopped,cB_4.started,cB_4.stopped,text_1.started,text_1.stopped,text_2.started,text_2.stopped,text_3.started,text_3.stopped,text_4.started,text_4.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,6.648799000016879,None,6.648799000016879,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Feb_24_1139,so_be_u_00,3.2.4,59.29028345624131,
,,,,,,,,,,,1,1.2951468999963254,6.648799000016879,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Feb_24_1139,so_be_u_00,3.2.4,59.29028345624131,
,,,,,,,,,,,,,,,7.960692699998617,None,7.960692699998617,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Feb_24_1139,so_be_u_00,3.2.4,59.29028345624131,
,,,,,,,,,,,,,,,,,,,,,,1,0.22354199999244884,7.960692699998617,None,,,,,,,,,,,,,,,,,,,,,,,001,2020_Feb_24_1139,so_be_u_00,3.2.4,59.29028345624131,
,,,,,,,,,,,,,,,,,,,,,,,,,,8.201180600037333,None,8.201180600037333,None,None,None,None,,,,,,,,,,,,,,,,001,2020_Feb_24_1139,so_be_u_00,3.2.4,59.29028345624131,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.16962910001166165,8.201180600037333,None,,,,,,,,,,,,001,2020_Feb_24_1139,so_be_u_00,3.2.4,59.29028345624131,
0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.387343600043096,None,8.387343600043096,9.392226300027687,9.357696700026281,9.869083199999295,9.869083199999295,10.380727900017519,10.363681400020141,10.87486840004567,,001,2020_Feb_24_1139,so_be_u_00,3.2.4,59.29028345624131,
