cB_1.started,cB_1.stopped,textWelcome.started,textWelcome.stopped,keyWelcome.keys,keyWelcome.rt,keyWelcome.started,keyWelcome.stopped,out_0.keys,out_0.started,out_0.stopped,cB_2.started,cB_2.stopped,textInstructions.started,textInstructions.stopped,keyInstructions.keys,keyInstructions.rt,keyInstructions.started,keyInstructions.stopped,out_1.keys,out_1.started,out_1.stopped,participant,session,date,expName,psychopyVersion,frameRate,
6.561802799988072,None,6.561802799988072,None,c,0.6991201000055298,8.55605110002216,None,,,,,,,,,,,,,,,,001,2020_Feb_25_1049,so_be_u_00,3.2.4,58.010259704445545,
,,,,,,,,None,6.561802799988072,None,,,,,,,,,,,,,001,2020_Feb_25_1049,so_be_u_00,3.2.4,58.010259704445545,
,,,,,,,,,,,9.271601499989629,None,9.271601499989629,None,c,3.344983799965121,11.247908700024709,None,,,,,001,2020_Feb_25_1049,so_be_u_00,3.2.4,58.010259704445545,
,,,,,,,,,,,,,,,,,,,None,9.271601499989629,None,,001,2020_Feb_25_1049,so_be_u_00,3.2.4,58.010259704445545,
