bufferLoop.thisRepN,bufferLoop.thisTrialN,bufferLoop.thisN,bufferLoop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,playerId,avatarFile,choiceLabel,actionLabel,actionRound,sbLoop.thisRepN,sbLoop.thisTrialN,sbLoop.thisN,sbLoop.thisIndex,cB_1.started,cB_1.stopped,textWelcome.started,textWelcome.stopped,keyWelcome.keys,keyWelcome.started,keyWelcome.stopped,out_0.keys,out_0.rt,out_0.started,out_0.stopped,cB_2.started,cB_2.stopped,textInstructions.started,textInstructions.stopped,keyInstructions.keys,keyInstructions.started,keyInstructions.stopped,out_1.keys,out_1.rt,out_1.started,out_1.stopped,cB_3.started,cB_3.stopped,textServer.started,textServer.stopped,keyServer.keys,keyServer.started,keyServer.stopped,out_2.keys,out_2.rt,out_2.started,out_2.stopped,cB_4.started,cB_4.stopped,text_1.started,text_1.stopped,text_2.started,text_2.stopped,text_3.started,text_3.stopped,text_4.started,text_4.stopped,cB_5.started,cB_5.stopped,idle.started,idle.stopped,idle_2.started,idle_2.stopped,idle_3.started,idle_3.stopped,idle_4.started,idle_4.stopped,idle_5.started,idle_5.stopped,idle_6.started,idle_6.stopped,idle_7.started,idle_7.stopped,ilde_8.started,ilde_8.stopped,idle_9.started,idle_9.stopped,idle_10.started,idle_10.stopped,idle_11.started,idle_11.stopped,idle_12.started,idle_12.stopped,cB_6.started,cB_6.stopped,sBInstructions.started,sBInstructions.stopped,keySbInstructions.keys,keySbInstructions.started,keySbInstructions.stopped,out_sb.keys,out_sb.rt,out_sb.started,out_sb.stopped,cB_8.started,cB_8.stopped,text.started,text.stopped,imagesbRnd.started,imagesbRnd.stopped,sbChoice.response,sbChoice.rt,sbChoice.history,sbChoice.started,sbChoice.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,5.559207400016021,None,5.559207400016021,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Feb_24_1319,so_be_u_00,3.2.4,59.01313513818152,
,,,,,,,,,,,,,,,,,,,,,,,,1,0.37444739998318255,5.559207400016021,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Feb_24_1319,so_be_u_00,3.2.4,59.01313513818152,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.9500510999932885,None,5.9500510999932885,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Feb_24_1319,so_be_u_00,3.2.4,59.01313513818152,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.20533760002581403,5.9500510999932885,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Feb_24_1319,so_be_u_00,3.2.4,59.01313513818152,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.171755799965467,None,6.171755799965467,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Feb_24_1319,so_be_u_00,3.2.4,59.01313513818152,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.17239809996681288,6.171755799965467,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Feb_24_1319,so_be_u_00,3.2.4,59.01313513818152,
0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.3607781999744475,None,6.3607781999744475,7.36159869999392,7.328148600005079,7.839846100017894,7.839846100017894,8.35054889996536,8.33370359998662,8.844739999971353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Feb_24_1319,so_be_u_00,3.2.4,59.01313513818152,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.86167850001948,None,9.031895599968266,9.338592700019944,9.338592700019944,9.544189799984451,9.544189799984451,9.644675399991684,9.644675399991684,9.780756299966015,9.780756299966015,9.935518999991473,9.935518999991473,10.088871799991466,10.088871799991466,10.192929800017737,10.192929800017737,10.684573000005912,10.684573000005912,11.196701999986544,11.179805099964142,11.691782100009732,11.691782100009732,12.201056399964727,12.184346499969251,12.337163000018336,12.90047809999669,None,13.0876543999766,None,None,None,None,,,,,,,,,,,,,,,,,001,2020_Feb_24_1319,so_be_u_00,3.2.4,59.01313513818152,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.7325307999853976,12.90047809999669,None,,,,,,,,,,,,,001,2020_Feb_24_1319,so_be_u_00,3.2.4,59.01313513818152,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.838612799998373,None,13.838612799998373,None,13.838612799998373,None,None,None,"[('5', 0.0), ('4', 2.314), ('5', 2.774), ('6', 2.961), ('7', 3.133), ('8', 3.352)]",0.014109060051850975,None,,,,,,,
