cB_1.started,cB_1.stopped,textWelcome.started,textWelcome.stopped,keyWelcome.keys,keyWelcome.started,keyWelcome.stopped,out_0.keys,out_0.rt,out_0.started,out_0.stopped,cB_2.started,cB_2.stopped,textInstructions.started,textInstructions.stopped,keyInstructions.keys,keyInstructions.started,keyInstructions.stopped,out_1.keys,out_1.rt,out_1.started,out_1.stopped,cB.started,cB.stopped,typedWord,displayText.started,displayText.stopped,copyText.started,copyText.stopped,out.keys,out.started,out.stopped,participant,session,date,expName,psychopyVersion,frameRate,
6.244727099954616,None,6.244727099954616,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Feb_25_1004,so_be_u_00,3.2.4,58.288713327896296,
,,,,,,,1,1.8597482000477612,6.244727099954616,None,,,,,,,,,,,,,,,,,,,,,,,001,2020_Feb_25_1004,so_be_u_00,3.2.4,58.288713327896296,
,,,,,,,,,,,8.120599899964873,None,8.120599899964873,None,None,None,None,,,,,,,,,,,,,,,,001,2020_Feb_25_1004,so_be_u_00,3.2.4,58.288713327896296,
,,,,,,,,,,,,,,,,,,1,0.5625156000023708,8.120599899964873,None,,,,,,,,,,,,001,2020_Feb_25_1004,so_be_u_00,3.2.4,58.288713327896296,
,,,,,,,,,,,,,,,,,,,,,,8.700277399970219,None,jonas p,8.700277399970219,None,8.700277399970219,None,None,8.700277399970219,None,,001,2020_Feb_25_1004,so_be_u_00,3.2.4,58.288713327896296,
