bufferLoop.thisRepN,bufferLoop.thisTrialN,bufferLoop.thisN,bufferLoop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,playerId,avatarFile,choiceLabel,actionLabel,actionRound,sbLoop.thisRepN,sbLoop.thisTrialN,sbLoop.thisN,sbLoop.thisIndex,cB_1.started,cB_1.stopped,textWelcome.started,textWelcome.stopped,keyWelcome.keys,keyWelcome.started,keyWelcome.stopped,out_0.keys,out_0.rt,out_0.started,out_0.stopped,cB_2.started,cB_2.stopped,textInstructions.started,textInstructions.stopped,keyInstructions.keys,keyInstructions.started,keyInstructions.stopped,out_1.keys,out_1.rt,out_1.started,out_1.stopped,cB_3.started,cB_3.stopped,textServer.started,textServer.stopped,keyServer.keys,keyServer.started,keyServer.stopped,out_2.keys,out_2.rt,out_2.started,out_2.stopped,cB_4.started,cB_4.stopped,text_1.started,text_1.stopped,text_2.started,text_2.stopped,text_3.started,text_3.stopped,text_4.started,text_4.stopped,cB_5.started,cB_5.stopped,idle.started,idle.stopped,idle_2.started,idle_2.stopped,idle_3.started,idle_3.stopped,idle_4.started,idle_4.stopped,idle_5.started,idle_5.stopped,idle_6.started,idle_6.stopped,idle_7.started,idle_7.stopped,ilde_8.started,ilde_8.stopped,idle_9.started,idle_9.stopped,idle_10.started,idle_10.stopped,idle_11.started,idle_11.stopped,idle_12.started,idle_12.stopped,cB_6.started,cB_6.stopped,sBInstructions.started,sBInstructions.stopped,keySbInstructions.keys,keySbInstructions.started,keySbInstructions.stopped,out_sb.keys,out_sb.rt,out_sb.started,out_sb.stopped,cB_8.started,cB_8.stopped,text.started,text.stopped,imagesbRnd.started,imagesbRnd.stopped,sbChoice.response,sbChoice.rt,sbChoice.history,sbChoice.started,sbChoice.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,5.922756100015249,None,5.922756100015249,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Feb_24_1305,so_be_u_00,3.2.4,58.83806589070092,
,,,,,,,,,,,,,,,,,,,,,,,,1,1.1740616000024602,5.922756100015249,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Feb_24_1305,so_be_u_00,3.2.4,58.83806589070092,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.112390500027686,None,7.112390500027686,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Feb_24_1305,so_be_u_00,3.2.4,58.83806589070092,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.2718355999677442,7.112390500027686,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Feb_24_1305,so_be_u_00,3.2.4,58.83806589070092,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.401151500002015,None,7.401151500002015,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Feb_24_1305,so_be_u_00,3.2.4,58.83806589070092,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.17139030003454536,7.401151500002015,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Feb_24_1305,so_be_u_00,3.2.4,58.83806589070092,
0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.589101599995047,None,7.589101599995047,8.595213200023863,8.56169790000422,9.071221399994101,9.071221399994101,9.581044099992141,9.564057299983688,10.07798110001022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Feb_24_1305,so_be_u_00,3.2.4,58.83806589070092,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.094902499986347,None,10.264360400033183,10.571910900005605,10.571910900005605,10.77781210001558,10.77781210001558,10.878299400035758,10.878299400035758,11.014490100031253,11.014490100031253,11.167488600010984,11.167488600010984,11.320529800024815,11.320529800024815,11.42254470003536,11.42254470003536,11.915960400016047,11.915960400016047,12.427424299996346,12.427424299996346,12.937472200021148,12.920254900003783,13.431366200034972,13.414274899987504,13.568297300022095,14.131064600020181,None,14.319668899988756,None,None,None,None,,,,,,,,,,,,,,,,,001,2020_Feb_24_1305,so_be_u_00,3.2.4,58.83806589070092,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.9562127999961376,14.131064600020181,None,,,,,,,,,,,,,001,2020_Feb_24_1305,so_be_u_00,3.2.4,58.83806589070092,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.258104000007734,None,15.258104000007734,None,15.258104000007734,None,None,None,None,0.001871999993454665,None,,,,,,,
