bufferLoop.thisRepN,bufferLoop.thisTrialN,bufferLoop.thisN,bufferLoop.thisIndex,sbLoop.thisRepN,sbLoop.thisTrialN,sbLoop.thisN,sbLoop.thisIndex,playerId,avatarFile,choiceLabel,actionLabel,actionRound,cB_1.started,cB_1.stopped,textWelcome.started,textWelcome.stopped,keyWelcome.keys,keyWelcome.rt,keyWelcome.started,keyWelcome.stopped,out_0.keys,out_0.started,out_0.stopped,cB_2.started,cB_2.stopped,textInstructions.started,textInstructions.stopped,keyInstructions.keys,keyInstructions.rt,keyInstructions.started,keyInstructions.stopped,out_1.keys,out_1.started,out_1.stopped,cB_3.started,cB_3.stopped,textServer.started,textServer.stopped,keyServer.keys,keyServer.rt,keyServer.started,keyServer.stopped,out_2.keys,out_2.started,out_2.stopped,cB_4.started,cB_4.stopped,text_1.started,text_1.stopped,text_2.started,text_2.stopped,text_3.started,text_3.stopped,text_4.started,text_4.stopped,cB_5.started,cB_5.stopped,idle.started,idle.stopped,idle_2.started,idle_2.stopped,idle_3.started,idle_3.stopped,idle_4.started,idle_4.stopped,idle_5.started,idle_5.stopped,idle_6.started,idle_6.stopped,idle_7.started,idle_7.stopped,ilde_8.started,ilde_8.stopped,idle_9.started,idle_9.stopped,idle_10.started,idle_10.stopped,idle_11.started,idle_11.stopped,idle_12.started,idle_12.stopped,cB_6.started,cB_6.stopped,sBInstructions.started,sBInstructions.stopped,keySbInstructions.keys,keySbInstructions.rt,keySbInstructions.started,keySbInstructions.stopped,out_sb.keys,out_sb.started,out_sb.stopped,cB_8.started,cB_8.stopped,text.started,text.stopped,imagesbRnd.started,imagesbRnd.stopped,Slider.response,Slider.rt,Slider.history,Slider.started,Slider.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,6.100325900006283,None,6.100325900006283,None,c,0.3756453999958467,8.07838480000646,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Feb_21_1535,so_be_u_00,3.2.4,59.289474933436665,
,,,,,,,,,,,,,,,,,,,,,None,6.100325900006283,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Feb_21_1535,so_be_u_00,3.2.4,59.289474933436665,
,,,,,,,,,,,,,,,,,,,,,,,,8.470059400002356,None,8.470059400002356,None,c,0.44476039999426575,10.451606000002357,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Feb_21_1535,so_be_u_00,3.2.4,59.289474933436665,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,8.470059400002356,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Feb_21_1535,so_be_u_00,3.2.4,59.289474933436665,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.912741400003142,None,10.912741400003142,None,c,0.17018029999599094,12.882435400002578,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Feb_21_1535,so_be_u_00,3.2.4,59.289474933436665,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,10.912741400003142,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Feb_21_1535,so_be_u_00,3.2.4,59.289474933436665,
0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.069582900003297,None,13.069582900003297,14.077310200002103,14.043122800001584,14.557063600004767,14.539646500001254,15.053067300003022,15.053067300003022,15.56557270000485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Feb_21_1535,so_be_u_00,3.2.4,59.289474933436665,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.582329100005154,None,15.752802700000757,16.05977420000272,16.05977420000272,16.26555720000033,16.26555720000033,16.350727700002608,16.350727700002608,16.50489870000456,16.50489870000456,16.659056400007103,16.659056400007103,16.813723200000823,16.813723200000823,16.915252700004203,16.915252700004203,17.410058500005107,17.410058500005107,17.92217740000342,17.90515150000283,18.419083300002967,18.401480600005016,18.914858200005256,18.914858200005256,19.050923300004797,19.581207600000198,None,19.750141300006362,None,c,1.0244098999974085,21.562444900002447,None,,,,,,,,,,,,,,,,001,2020_Feb_21_1535,so_be_u_00,3.2.4,59.289474933436665,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,19.581207600000198,None,,,,,,,,,,,,,001,2020_Feb_21_1535,so_be_u_00,3.2.4,59.289474933436665,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.77315240000462,None,22.77315240000462,None,22.77315240000462,None,3,8.95,"[('5', 0.0), ('4', 1.042), ('5', 1.938), ('6', 2.116), ('7', 2.304), ('8', 2.494), ('9', 2.768), ('8', 3.008), ('7', 3.215), ('6', 3.81), ('5', 3.982), ('4', 4.119), ('3', 4.291), ('2', 4.448), ('1', 4.597), ('2', 4.801), ('3', 5.007), ('2', 5.13), ('3', 5.215), ('2', 5.331), ('3', 5.501), ('4', 5.741), ('3', 5.999), ('2', 6.218), ('3', 6.509), ('3', 8.95)]",0.00024150999524863437,None,,,,,,,
