playerId,avatarFile,choiceLabel,actionLabel,correctResponse,bufferLoop.thisRepN,bufferLoop.thisTrialN,bufferLoop.thisN,bufferLoop.thisIndex,sbLoop.thisRepN,sbLoop.thisTrialN,sbLoop.thisN,sbLoop.thisIndex,cB_1.started,cB_1.stopped,textWelcome.started,textWelcome.stopped,keyWelcome.keys,keyWelcome.started,keyWelcome.stopped,out_0.keys,out_0.rt,out_0.started,out_0.stopped,cB_2.started,cB_2.stopped,textInstructions.started,textInstructions.stopped,keyInstructions.keys,keyInstructions.started,keyInstructions.stopped,out_1.keys,out_1.rt,out_1.started,out_1.stopped,cB_3.started,cB_3.stopped,textServer.started,textServer.stopped,keyServer.keys,keyServer.started,keyServer.stopped,out_2.keys,out_2.rt,out_2.started,out_2.stopped,cB_4.started,cB_4.stopped,text_1.started,text_1.stopped,text_2.started,text_2.stopped,text_3.started,text_3.stopped,text_4.started,text_4.stopped,cB_5.started,cB_5.stopped,idle.started,idle.stopped,idle_2.started,idle_2.stopped,idle_3.started,idle_3.stopped,idle_4.started,idle_4.stopped,idle_5.started,idle_5.stopped,idle_6.started,idle_6.stopped,idle_7.started,idle_7.stopped,ilde_8.started,ilde_8.stopped,idle_9.started,idle_9.stopped,idle_10.started,idle_10.stopped,idle_11.started,idle_11.stopped,idle_12.started,idle_12.stopped,cB_6.started,cB_6.stopped,sBInstructions.started,sBInstructions.stopped,keySbInstructions.keys,keySbInstructions.started,keySbInstructions.stopped,out_sb.keys,out_sb.rt,out_sb.started,out_sb.stopped,cB_8.started,cB_8.stopped,text.started,text.stopped,imagesbRnd.started,imagesbRnd.stopped,Slider.response,Slider.rt,Slider.history,Slider.started,Slider.stopped,cB_9.started,cB_9.stopped,cbFb.started,cbFb.stopped,textFb.started,textFb.stopped,out_Fb.keys,out_Fb.started,out_Fb.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,12.64220490000298,None,12.64220490000298,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Feb_21_1501,so_be_u_00,3.2.4,57.96382361968498,
,,,,,,,,,,,,,,,,,,,,1,0.596959100003005,12.64220490000298,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Feb_21_1501,so_be_u_00,3.2.4,57.96382361968498,
,,,,,,,,,,,,,,,,,,,,,,,,13.255335800000466,None,13.255335800000466,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Feb_21_1501,so_be_u_00,3.2.4,57.96382361968498,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.20502820000547217,13.255335800000466,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Feb_21_1501,so_be_u_00,3.2.4,57.96382361968498,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.477088999999978,None,13.477088999999978,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Feb_21_1501,so_be_u_00,3.2.4,57.96382361968498,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.2578183000005083,13.477088999999978,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Feb_21_1501,so_be_u_00,3.2.4,57.96382361968498,
,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.751711200005957,None,13.751711200005957,14.756254700005229,14.722459700002219,15.234657500004687,15.234657500004687,15.747248400002718,15.729997599999479,16.243069000003743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Feb_21_1501,so_be_u_00,3.2.4,57.96382361968498,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.26015280000138,None,16.430479300004663,16.739048200004618,16.739048200004618,16.94310090000363,16.94310090000363,17.02859929999977,17.02859929999977,17.183498999998847,17.183498999998847,17.336165300002904,17.336165300002904,17.489815799999633,17.489815799999633,17.59197220000351,17.59197220000351,18.086693400000513,18.086693400000513,18.600569000001997,18.5833449999991,19.09490110000479,19.077966700002435,19.590092200000072,19.590092200000072,19.743351700002677,20.25438209999993,None,20.424989700004517,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Feb_21_1501,so_be_u_00,3.2.4,57.96382361968498,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.5291639999995823,20.25438209999993,None,,,,,,,,,,,,,,,,,,,,,,001,2020_Feb_21_1501,so_be_u_00,3.2.4,57.96382361968498,
Lukas,images/avatar2.jpg,keep the investment,0,defect,,,,,0,0,0,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.935988900004304,None,20.935988900004304,None,20.935988900004304,None,3,8.153,"[(2.0, 0.0), (1, 2.606), (2, 4.586), (3, 4.773), (2, 5.541), (1, 5.713), (2, 5.985), (3, 6.173), (3, 8.153)]",0.015501140005653724,None,29.089887900001486,None,29.60224150000431,None,29.60224150000431,None,None,29.60224150000431,None,,001,2020_Feb_21_1501,so_be_u_00,3.2.4,57.96382361968498,
Paul,images/avatar1.jpg,keep the investment,0,defect,,,,,0,1,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.69528040000296,None,32.69528040000296,None,32.69528040000296,None,1,2.035,"[(2.0, 0.0), (1, 1.761), (1, 2.035)]",0.009288579996791668,None,34.73955620000197,None,35.25176470000588,None,35.25176470000588,None,None,35.25176470000588,None,,001,2020_Feb_21_1501,so_be_u_00,3.2.4,57.96382361968498,
