playerId,avatarFile,choiceLabel,actionLabel,actionRound,bufferLoop.thisRepN,bufferLoop.thisTrialN,bufferLoop.thisN,bufferLoop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,sbLoop.thisRepN,sbLoop.thisTrialN,sbLoop.thisN,sbLoop.thisIndex,sliders_1.thisRepN,sliders_1.thisTrialN,sliders_1.thisN,sliders_1.thisIndex,sliderID,sliderText,sliderLabels,sliderMin,sliderMax,cB_1.started,cB_1.stopped,textWelcome.started,textWelcome.stopped,keyWelcome.keys,keyWelcome.rt,keyWelcome.started,keyWelcome.stopped,out_0.keys,out_0.started,out_0.stopped,cB_2.started,cB_2.stopped,textInstructions.started,textInstructions.stopped,keyInstructions.keys,keyInstructions.started,keyInstructions.stopped,out_1.keys,out_1.rt,out_1.started,out_1.stopped,cB_3.started,cB_3.stopped,textServer.started,textServer.stopped,keyServer.keys,keyServer.started,keyServer.stopped,out_2.keys,out_2.rt,out_2.started,out_2.stopped,cB_4.started,cB_4.stopped,text_1.started,text_1.stopped,text_2.started,text_2.stopped,text_3.started,text_3.stopped,text_4.started,text_4.stopped,cB_5.started,cB_5.stopped,idle.started,idle.stopped,idle_2.started,idle_2.stopped,idle_3.started,idle_3.stopped,idle_4.started,idle_4.stopped,idle_5.started,idle_5.stopped,idle_6.started,idle_6.stopped,idle_7.started,idle_7.stopped,ilde_8.started,ilde_8.stopped,idle_9.started,idle_9.stopped,idle_10.started,idle_10.stopped,idle_11.started,idle_11.stopped,idle_12.started,idle_12.stopped,cB_6.started,cB_6.stopped,sBInstructions.started,sBInstructions.stopped,keySbInstructions.keys,keySbInstructions.started,keySbInstructions.stopped,out_sb.keys,out_sb.rt,out_sb.started,out_sb.stopped,cB_8.started,cB_8.stopped,text.started,text.stopped,imagesbRnd.started,imagesbRnd.stopped,Slider.response,Slider.rt,Slider.history,Slider.started,Slider.stopped,cB_9.started,cB_9.stopped,cbFb.started,cbFb.stopped,textFb.started,textFb.stopped,out_Fb.keys,out_Fb.rt,out_Fb.started,out_Fb.stopped,cbBuf.started,cbBuf.stopped,fixCross.started,fixCross.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,6.578367400041316,None,6.578367400041316,None,q,1.1470742999808863,8.556022000033408,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Feb_24_1052,so_be_u_00,3.2.4,58.686926969184334,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,6.578367400041316,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Feb_24_1052,so_be_u_00,3.2.4,58.686926969184334,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.719176900049206,None,9.719176900049206,None,None,11.697012300021015,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Feb_24_1052,so_be_u_00,3.2.4,58.686926969184334,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2.421166699961759,9.719176900049206,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Feb_24_1052,so_be_u_00,3.2.4,58.686926969184334,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.15864610002609,None,12.15864610002609,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Feb_24_1052,so_be_u_00,3.2.4,58.686926969184334,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.7685901999939233,12.15864610002609,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Feb_24_1052,so_be_u_00,3.2.4,58.686926969184334,
,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.943699199997354,None,12.943699199997354,13.950786200002767,13.916826100030448,14.426835699996445,14.426835699996445,14.938851200044155,14.921802400029264,15.432759200048167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Feb_24_1052,so_be_u_00,3.2.4,58.686926969184334,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.449752100044861,None,15.621548300026916,15.927086300041992,15.927086300041992,16.13228900003014,16.13228900003014,16.217324800032657,16.217324800032657,16.370087300019804,16.370087300019804,16.52590870001586,16.52590870001586,16.677453600044828,16.677453600044828,16.779525200021453,16.779525200021453,17.275010200042743,17.275010200042743,17.78541780001251,17.76855830004206,18.27912160003325,18.27912160003325,18.792034100042656,18.775326300004963,18.928004600049462,19.458546000008937,None,19.627430699998513,None,None,21.436975400021765,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Feb_24_1052,so_be_u_00,3.2.4,58.686926969184334,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3.411356500000693,19.458546000008937,None,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Feb_24_1052,so_be_u_00,3.2.4,58.686926969184334,
Lukas,images/avatar2.jpg,keep the investment,0,1,,,,,0,0,0,3,0,0,0,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.03937940002652,None,23.03937940002652,None,23.03937940002652,None,5,0.719,"[('5', 0.0), ('5', 0.719)]",0.004767520062159747,None,23.756060000043362,None,24.28227850003168,None,24.28227850003168,None,1,0.6824803000199609,24.28227850003168,None,24.981446799996775,None,25.151841900020372,25.663577700033784,,001,2020_Feb_24_1052,so_be_u_00,3.2.4,58.686926969184334,
Lukas,images/avatar2.jpg,reciprocate,1,1,,,,,0,0,0,3,0,1,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.90082820004318,None,25.90082820004318,None,25.90082820004318,None,5,1.097,"[('5', 0.0), ('5', 1.097)]",0.002451390027999878,None,27.009884500002954,None,27.54015860002255,None,27.54015860002255,None,1,0.2729441999690607,27.54015860002255,None,27.82958330004476,None,28.00002239999594,28.511242200038396,,001,2020_Feb_24_1052,so_be_u_00,3.2.4,58.686926969184334,
Lukas,images/avatar2.jpg,reciprocate,1,1,,,,,0,0,0,3,0,2,2,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.74951819999842,None,28.74951819999842,None,28.74951819999842,None,5,0.997,"[('5', 0.0), ('5', 0.996)]",0.002883790002670139,None,29.755929700040724,None,30.266074800048955,None,30.266074800048955,None,1,0.7660738999838941,30.266074800048955,None,31.048680000007153,None,31.220714700000826,31.729805400012992,,001,2020_Feb_24_1052,so_be_u_00,3.2.4,58.686926969184334,
Paul,images/avatar1.jpg,reciprocate,1,1,,,,,0,0,0,3,0,3,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.05362920003245,None,32.05362920003245,None,32.05362920003245,None,5,0.531,"[('5', 0.0), ('5', 0.531)]",0.0070634400472044945,None,32.59977800003253,None,33.13049980002688,None,33.13049980002688,None,1,0.3077515999902971,33.13049980002688,None,33.45463600003859,None,33.62383759999648,34.13677700003609,,001,2020_Feb_24_1052,so_be_u_00,3.2.4,58.686926969184334,
Lukas,images/avatar2.jpg,keep the investment,0,1,,,,,0,0,0,3,0,4,4,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.39040490001207,None,34.39040490001207,None,34.39040490001207,None,5,0.704,"[('5', 0.0), ('5', 0.704)]",0.0036738800117745996,None,35.10549430001993,None,35.63458900002297,None,35.63458900002297,None,1,0.34036339999875054,35.63458900002297,None,35.991394000011496,None,36.16194150003139,36.67300340003567,,001,2020_Feb_24_1052,so_be_u_00,3.2.4,58.686926969184334,
Lukas,images/avatar2.jpg,keep the investment,0,1,,,,,0,0,0,3,0,5,5,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.9122270999942,None,36.9122270999942,None,36.9122270999942,None,5,0.824,"[('5', 0.0), ('5', 0.824)]",0.003058289992623031,None,37.74749440001324,None,38.25939380005002,None,38.25939380005002,None,1,0.27331999997841194,38.25939380005002,None,38.549176100001205,None,38.719730100012384,39.230400100001134,,001,2020_Feb_24_1052,so_be_u_00,3.2.4,58.686926969184334,
Lukas,images/avatar2.jpg,reciprocate,1,1,,,,,0,0,0,3,0,6,6,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.46860880003078,None,39.46860880003078,None,39.46860880003078,None,5,0.773,"[('5', 0.0), ('5', 0.773)]",0.0036010899930261075,None,40.25406170001952,None,40.78293230000418,None,40.78293230000418,None,1,0.3077284999890253,40.78293230000418,None,41.10723050002707,None,41.27729230001569,41.788607400027104,,001,2020_Feb_24_1052,so_be_u_00,3.2.4,58.686926969184334,
Paul,images/avatar1.jpg,reciprocate,1,1,,,,,0,0,0,3,0,7,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.07805330003612,None,42.07805330003612,None,42.07805330003612,None,5,0.811,"[('5', 0.0), ('5', 0.811)]",0.011533459997735918,None,42.895370900048874,None,43.424071400018875,None,43.424071400018875,None,1,0.7168792999582365,43.424071400018875,None,44.15767510002479,None,44.32845830003498,44.84190790000139,,001,2020_Feb_24_1052,so_be_u_00,3.2.4,58.686926969184334,
Lukas,images/avatar2.jpg,keep the investment,0,1,,,,,0,0,0,3,0,8,8,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.09853130002739,None,45.09853130002739,None,45.09853130002739,None,5,0.725,"[('5', 0.0), ('5', 0.725)]",0.009549280046485364,None,45.830113300005905,None,46.360081500024535,None,46.360081500024535,None,1,1.8262405000277795,46.360081500024535,None,48.203003700007685,None,48.373109200038016,48.88505780004198,,001,2020_Feb_24_1052,so_be_u_00,3.2.4,58.686926969184334,
