bufferLoop.thisRepN,bufferLoop.thisTrialN,bufferLoop.thisN,bufferLoop.thisIndex,colour_background.started,colour_background.stopped,textWelcome.started,textWelcome.stopped,keyWelcome.keys,keyWelcome.rt,keyWelcome.started,keyWelcome.stopped,colour_background_2.started,colour_background_2.stopped,textInstructions.started,textInstructions.stopped,keyInstructions.keys,keyInstructions.rt,keyInstructions.started,keyInstructions.stopped,colour_background_3.started,colour_background_3.stopped,keyInstructions_2.keys,keyInstructions_2.rt,keyInstructions_2.started,keyInstructions_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,6.207885099996929,None,6.207885099996929,None,return,0.4451178000017535,8.192038399996818,None,,,,,,,,,,,,,,,,001,2020_Feb_21_1152,so_be_u_00,3.2.4,58.45768744855847,
,,,,,,,,,,,,8.65333279999686,None,8.65333279999686,None,c,1.639832100001513,10.633622599998489,None,,,,,,,,001,2020_Feb_21_1152,so_be_u_00,3.2.4,58.45768744855847,
,,,,,,,,,,,,,,,,,,,,12.290155899998354,None,c,6.401104400003533,14.27134649999789,None,,001,2020_Feb_21_1152,so_be_u_00,3.2.4,58.45768744855847,
