cB_1.started,cB_1.stopped,textWelcome.started,textWelcome.stopped,keyWelcome.keys,keyWelcome.started,keyWelcome.stopped,out_0.keys,out_0.rt,out_0.started,out_0.stopped,cB_2.started,cB_2.stopped,textInstructions.started,textInstructions.stopped,keyInstructions.keys,keyInstructions.started,keyInstructions.stopped,out_1.keys,out_1.rt,out_1.started,out_1.stopped,participant,session,date,expName,psychopyVersion,frameRate,
6.361586900020484,None,6.361586900020484,None,None,None,None,,,,,,,,,,,,,,,,,001,2020_Feb_25_0938,so_be_u_00,3.2.4,58.750333399566685,
,,,,,,,1,0.4595648999675177,6.361586900020484,None,,,,,,,,,,,,,001,2020_Feb_25_0938,so_be_u_00,3.2.4,58.750333399566685,
,,,,,,,,,,,6.8373644999810494,None,6.8373644999810494,None,None,None,None,,,,,,001,2020_Feb_25_0938,so_be_u_00,3.2.4,58.750333399566685,
,,,,,,,,,,,,,,,,,,1,0.32538659998681396,6.8373644999810494,None,,001,2020_Feb_25_0938,so_be_u_00,3.2.4,58.750333399566685,
