playerId,avatarFile,choiceLabel,actionLabel,actionRound,bufferLoop.thisRepN,bufferLoop.thisTrialN,bufferLoop.thisN,bufferLoop.thisIndex,sbLoop.thisRepN,sbLoop.thisTrialN,sbLoop.thisN,sbLoop.thisIndex,cB_1.started,cB_1.stopped,textWelcome.started,textWelcome.stopped,keyWelcome.keys,keyWelcome.rt,keyWelcome.started,keyWelcome.stopped,out_0.keys,out_0.started,out_0.stopped,cB_2.started,cB_2.stopped,textInstructions.started,textInstructions.stopped,keyInstructions.keys,keyInstructions.started,keyInstructions.stopped,out_1.keys,out_1.rt,out_1.started,out_1.stopped,cB_3.started,cB_3.stopped,textServer.started,textServer.stopped,keyServer.keys,keyServer.started,keyServer.stopped,out_2.keys,out_2.rt,out_2.started,out_2.stopped,cB_4.started,cB_4.stopped,text_1.started,text_1.stopped,text_2.started,text_2.stopped,text_3.started,text_3.stopped,text_4.started,text_4.stopped,cB_5.started,cB_5.stopped,idle.started,idle.stopped,idle_2.started,idle_2.stopped,idle_3.started,idle_3.stopped,idle_4.started,idle_4.stopped,idle_5.started,idle_5.stopped,idle_6.started,idle_6.stopped,idle_7.started,idle_7.stopped,ilde_8.started,ilde_8.stopped,idle_9.started,idle_9.stopped,idle_10.started,idle_10.stopped,idle_11.started,idle_11.stopped,idle_12.started,idle_12.stopped,cB_6.started,cB_6.stopped,sBInstructions.started,sBInstructions.stopped,keySbInstructions.keys,keySbInstructions.started,keySbInstructions.stopped,out_sb.keys,out_sb.rt,out_sb.started,out_sb.stopped,cB_8.started,cB_8.stopped,text.started,text.stopped,imagesbRnd.started,imagesbRnd.stopped,Slider.response,Slider.rt,Slider.history,Slider.started,Slider.stopped,cB_9.started,cB_9.stopped,cbFb.started,cbFb.stopped,textFb.started,textFb.stopped,out_Fb.keys,out_Fb.started,out_Fb.stopped,cbBuf.started,cbBuf.stopped,fixCross.started,fixCross.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,5.728969700001471,None,5.728969700001471,None,return,9.981745500001125,7.709378100000322,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Feb_21_1547,so_be_u_00,3.2.4,58.615719447653575,
,,,,,,,,,,,,,,,,,,,,,None,5.728969700001471,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Feb_21_1547,so_be_u_00,3.2.4,58.615719447653575,
,,,,,,,,,,,,,,,,,,,,,,,,17.707823500000814,None,17.707823500000814,None,None,19.688971800002037,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Feb_21_1547,so_be_u_00,3.2.4,58.615719447653575,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2.558425700000953,17.707823500000814,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Feb_21_1547,so_be_u_00,3.2.4,58.615719447653575,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.282714799999667,None,20.282714799999667,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Feb_21_1547,so_be_u_00,3.2.4,58.615719447653575,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.20636199999717064,20.282714799999667,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Feb_21_1547,so_be_u_00,3.2.4,58.615719447653575,
,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.505416500003776,None,20.505416500003776,21.51188180000463,21.477960600001097,21.9888890000002,21.9888890000002,22.502790899998217,22.484219199999643,22.999643200004357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Feb_21_1547,so_be_u_00,3.2.4,58.615719447653575,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0168427000026,None,23.18802929999947,23.492805100002442,23.492805100002442,23.6991302000024,23.6991302000024,23.78651560000435,23.78651560000435,23.9388556000049,23.9388556000049,24.093138900003396,24.093138900003396,24.246939600001497,24.246939600001497,24.348697900000843,24.348697900000843,24.84549849999894,24.84549849999894,25.359221700004127,25.34143690000201,25.853865600001882,25.837273400000413,26.34896630000003,26.34896630000003,26.487048299997696,27.01638670000102,None,27.187823799999023,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Feb_21_1547,so_be_u_00,3.2.4,58.615719447653575,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.7873745000033523,27.01638670000102,None,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Feb_21_1547,so_be_u_00,3.2.4,58.615719447653575,
Paul,images/avatar1.jpg,reciprocate,1,1,,,,,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.988671899998735,None,27.988671899998735,None,27.988671899998735,None,3,1.65,"[('5', 0.0), ('4', 0.983), ('3', 1.274), ('3', 1.65)]",0.017194200001540594,None,29.641489499997988,None,30.158964100002777,None,30.158964100002777,None,None,30.158964100002777,None,33.15793729999859,None,33.329285400002846,33.842530300004,,001,2020_Feb_21_1547,so_be_u_00,3.2.4,58.615719447653575,
Lukas,images/avatar2.jpg,keep the investment,0,1,,,,,0,1,1,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.11676720000105,None,34.11676720000105,None,34.11676720000105,None,4,0.894,"[('5', 0.0), ('4', 0.467), ('4', 0.894)]",0.008619740001449827,None,35.01830550000159,None,35.54895889999898,None,35.54895889999898,None,None,35.54895889999898,None,38.52298739999969,None,38.69409070000256,39.20759089999774,,001,2020_Feb_21_1547,so_be_u_00,3.2.4,58.615719447653575,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.51355860000331,None,39.51355860000331,None,39.51355860000331,None,5,0.58,"[('5', 0.0), ('5', 0.58)]",0.00268579999828944,None,40.10923650000041,None,,,,,,,,,,,,,,,,,,
