playerId,avatarFile,actionLabel,correctResponse,buffer.thisRepN,buffer.thisTrialN,buffer.thisN,buffer.thisIndex,trialsSb.thisRepN,trialsSb.thisTrialN,trialsSb.thisN,trialsSb.thisIndex,textWelcome.started,textWelcome.stopped,keyWelcome.keys,keyWelcome.rt,keyWelcome.started,keyWelcome.stopped,text_3.started,text_3.stopped,text_2.started,text_2.stopped,text_4.started,text_4.stopped,text_5.started,text_5.stopped,text_6.started,text_6.stopped,textSb.started,textSb.stopped,image.started,image.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,8.529571900027804,None,return,0.10569330002181232,10.521738999988884,None,,,,,,,,,,,,,,,,001,2020_Feb_03_1344,first_sbtg,3.2.4,58.13987294123712,
,,,,0,0,0,0,,,,,,,,,,,10.643080600071698,None,11.154869799967855,12.16293620003853,12.12858060002327,12.643730500014499,12.626299800002016,13.140604699961841,13.12362840003334,None,,,,,,001,2020_Feb_03_1344,first_sbtg,3.2.4,58.13987294123712,
,,,,1,0,1,0,,,,,,,,,,,,,13.636795500060543,14.64680089999456,14.612166600069031,15.125175400055014,15.108495700056665,15.619197800057009,15.619197800057009,13.636795500060543,,,,,,001,2020_Feb_03_1344,first_sbtg,3.2.4,58.13987294123712,
,,,,2,0,2,0,,,,,,,,,,,,,16.131340599968098,17.141281299991533,17.107177400030196,17.619956100010313,17.602879000012763,18.115672699990682,18.115672699990682,16.131340599968098,,,,,,001,2020_Feb_03_1344,first_sbtg,3.2.4,58.13987294123712,
,,,,3,0,3,0,,,,,,,,,,,,,18.628541100071743,19.64010960003361,19.6055949999718,20.115781900007278,20.098892400041223,20.611593000008725,20.611593000008725,18.628541100071743,,,,,,001,2020_Feb_03_1344,first_sbtg,3.2.4,58.13987294123712,
,,,,4,0,4,0,,,,,,,,,,,,,21.125058599980548,22.133408800000325,22.09941040002741,22.61135640006978,22.59440539998468,23.106767200049944,23.106767200049944,21.125058599980548,,,,,,001,2020_Feb_03_1344,first_sbtg,3.2.4,58.13987294123712,
Lukas,images/avatar2.jpg,trust,trust,,,,,0,0,0,11,,,,,,,25.657230200013146,None,,,,,,,,,23.753587300074287,None,23.753587300074287,24.75611730001401,,001,2020_Feb_03_1344,first_sbtg,3.2.4,58.13987294123712,
Paul,images/avatar1.jpg,defect,defect,,,,,0,1,1,8,,,,,,,28.160827200044878,None,,,,,,,,,26.272648100042716,None,26.272648100042716,27.276231999974698,,001,2020_Feb_03_1344,first_sbtg,3.2.4,58.13987294123712,
