playerId,avatarFile,choiceLabel,actionLabel,actionRound,bufferLoop.thisRepN,bufferLoop.thisTrialN,bufferLoop.thisN,bufferLoop.thisIndex,sbLoop.thisRepN,sbLoop.thisTrialN,sbLoop.thisN,sbLoop.thisIndex,cB_1.started,cB_1.stopped,textWelcome.started,textWelcome.stopped,keyWelcome.keys,keyWelcome.rt,keyWelcome.started,keyWelcome.stopped,out_0.keys,out_0.started,out_0.stopped,cB_2.started,cB_2.stopped,textInstructions.started,textInstructions.stopped,keyInstructions.keys,keyInstructions.rt,keyInstructions.started,keyInstructions.stopped,out_1.keys,out_1.started,out_1.stopped,cB_3.started,cB_3.stopped,textServer.started,textServer.stopped,keyServer.keys,keyServer.rt,keyServer.started,keyServer.stopped,out_2.keys,out_2.started,out_2.stopped,cB_4.started,cB_4.stopped,text_1.started,text_1.stopped,text_2.started,text_2.stopped,text_3.started,text_3.stopped,text_4.started,text_4.stopped,cB_5.started,cB_5.stopped,idle.started,idle.stopped,idle_2.started,idle_2.stopped,idle_3.started,idle_3.stopped,idle_4.started,idle_4.stopped,idle_5.started,idle_5.stopped,idle_6.started,idle_6.stopped,idle_7.started,idle_7.stopped,ilde_8.started,ilde_8.stopped,idle_9.started,idle_9.stopped,idle_10.started,idle_10.stopped,idle_11.started,idle_11.stopped,idle_12.started,idle_12.stopped,cB_6.started,cB_6.stopped,sBInstructions.started,sBInstructions.stopped,keySbInstructions.keys,keySbInstructions.rt,keySbInstructions.started,keySbInstructions.stopped,out_sb.keys,out_sb.started,out_sb.stopped,cB_8.started,cB_8.stopped,text.started,text.stopped,imagesbRnd.started,imagesbRnd.stopped,Slider.response,Slider.rt,Slider.history,Slider.started,Slider.stopped,cB_9.started,cB_9.stopped,cbFb.started,cbFb.stopped,textFb.started,textFb.stopped,out_Fb.keys,out_Fb.started,out_Fb.stopped,cbBuf.started,cbBuf.stopped,fixCross.started,fixCross.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,6.263970699998026,None,6.263970699998026,None,c,0.5133228000049712,8.261718100002327,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Feb_21_1537,so_be_u_00,3.2.4,58.99792032361333,
,,,,,,,,,,,,,,,,,,,,,None,6.263970699998026,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Feb_21_1537,so_be_u_00,3.2.4,58.99792032361333,
,,,,,,,,,,,,,,,,,,,,,,,,8.791126399999484,None,8.791126399999484,None,c,1.3494398000038927,10.774409199999354,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Feb_21_1537,so_be_u_00,3.2.4,58.99792032361333,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,8.791126399999484,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Feb_21_1537,so_be_u_00,3.2.4,58.99792032361333,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.140355100003944,None,12.140355100003944,None,c,0.7516365999981645,14.107616499997675,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Feb_21_1537,so_be_u_00,3.2.4,58.99792032361333,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,12.140355100003944,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Feb_21_1537,so_be_u_00,3.2.4,58.99792032361333,
,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.876247200001671,None,14.876247200001671,15.884027799998876,15.849990900002012,16.364080999999715,16.346479300002102,16.85908290000225,16.85908290000225,17.372721899999306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Feb_21_1537,so_be_u_00,3.2.4,58.99792032361333,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.389646399999037,None,17.560612900000706,17.868568899997626,17.868568899997626,18.073760200000834,18.073760200000834,18.159437200003595,18.159437200003595,18.31401420000475,18.31401420000475,18.467808800000057,18.467808800000057,18.620857499998237,18.620857499998237,18.723147199998493,18.723147199998493,19.217642499999783,19.217642499999783,19.730556700000307,19.713631099999475,20.224789200001396,20.20778910000081,20.720328200004587,20.720328200004587,20.87385550000181,21.385805099998834,None,21.558821600003284,None,c,1.279232900000352,23.35245489999943,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Feb_21_1537,so_be_u_00,3.2.4,58.99792032361333,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,21.385805099998834,None,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Feb_21_1537,so_be_u_00,3.2.4,58.99792032361333,
Paul,images/avatar1.jpg,reciprocate,1,1,,,,,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.834711200004676,None,24.834711200004676,None,24.834711200004676,None,6,1.734,"[('5', 0.0), ('6', 0.844), ('6', 1.734)]",0.005571499998040963,None,26.56085349999921,None,27.08714499999769,None,27.08714499999769,None,None,27.08714499999769,None,30.07201519999944,None,30.244060400000308,30.754550999998173,,001,2020_Feb_21_1537,so_be_u_00,3.2.4,58.99792032361333,
