playerAn,playerId,avatarFile,choiceLabel,actionLabel,actionRound,bufferLoop.thisRepN,bufferLoop.thisTrialN,bufferLoop.thisN,bufferLoop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,sbLoop.thisRepN,sbLoop.thisTrialN,sbLoop.thisN,sbLoop.thisIndex,cB_1.started,cB_1.stopped,textWelcome.started,textWelcome.stopped,keyWelcome.keys,keyWelcome.rt,keyWelcome.started,keyWelcome.stopped,out_0.keys,out_0.started,out_0.stopped,cB_2.started,cB_2.stopped,textInstructions.started,textInstructions.stopped,keyInstructions.keys,keyInstructions.rt,keyInstructions.started,keyInstructions.stopped,out_1.keys,out_1.started,out_1.stopped,cB_12.started,cB_12.stopped,textInstructions_2.started,textInstructions_2.stopped,keyInstructions_2.keys,keyInstructions_2.rt,keyInstructions_2.started,keyInstructions_2.stopped,out_3.keys,out_3.started,out_3.stopped,cB.started,cB.stopped,typedWord,displayText.started,displayText.stopped,copyText.started,copyText.stopped,out.keys,out.started,out.stopped,cB_3.started,cB_3.stopped,textServer.started,textServer.stopped,keyServer.keys,keyServer.rt,keyServer.started,keyServer.stopped,out_2.keys,out_2.started,out_2.stopped,cB_4.started,cB_4.stopped,text_1.started,text_1.stopped,text_2.started,text_2.stopped,text_3.started,text_3.stopped,text_4.started,text_4.stopped,cB_5.started,cB_5.stopped,idle.started,idle.stopped,idle_2.started,idle_2.stopped,idle_3.started,idle_3.stopped,idle_4.started,idle_4.stopped,idle_5.started,idle_5.stopped,idle_6.started,idle_6.stopped,idle_7.started,idle_7.stopped,ilde_8.started,ilde_8.stopped,idle_9.started,idle_9.stopped,idle_10.started,idle_10.stopped,idle_11.started,idle_11.stopped,idle_12.started,idle_12.stopped,cB_6.started,cB_6.stopped,sBInstructions.started,sBInstructions.stopped,keySbInstructions.keys,keySbInstructions.rt,keySbInstructions.started,keySbInstructions.stopped,out_sb.keys,out_sb.started,out_sb.stopped,cB_8.started,cB_8.stopped,text.started,text.stopped,imagesbRnd.started,imagesbRnd.stopped,sbChoice.response,sbChoice.rt,sbChoice.history,sbChoice.started,sbChoice.stopped,text_6.started,text_6.stopped,cB_9.started,cB_9.stopped,text_7.started,text_7.stopped,totalMoney,paulMoney,lukasMoney,cbFb.started,cbFb.stopped,textFb.started,textFb.stopped,out_Fb.keys,out_Fb.started,out_Fb.stopped,cbBuf.started,cbBuf.stopped,fixCross.started,fixCross.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,6.536679699958768,None,6.536679699958768,None,c,1.5355113000259735,8.518449599971063,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Feb_25_1457,so_be_u_00,3.2.4,58.58759371997598,
,,,,,,,,,,,,,,,,,,,,,,,,,,None,6.536679699958768,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Feb_25_1457,so_be_u_00,3.2.4,58.58759371997598,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.070107300009113,None,10.070107300009113,None,c,0.39189849997637793,12.052582699980121,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Feb_25_1457,so_be_u_00,3.2.4,58.58759371997598,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,10.070107300009113,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Feb_25_1457,so_be_u_00,3.2.4,58.58759371997598,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.461128399998415,None,12.461128399998415,None,c,0.4621449999976903,14.44306510000024,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Feb_25_1457,so_be_u_00,3.2.4,58.58759371997598,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,12.461128399998415,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Feb_25_1457,so_be_u_00,3.2.4,58.58759371997598,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.921701599960215,None,Ronny,14.921701599960215,None,14.921701599960215,None,None,14.921701599960215,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Feb_25_1457,so_be_u_00,3.2.4,58.58759371997598,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.652971700008493,None,19.652971700008493,None,c,1.2490625999635085,21.620239799958654,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Feb_25_1457,so_be_u_00,3.2.4,58.58759371997598,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,19.652971700008493,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Feb_25_1457,so_be_u_00,3.2.4,58.58759371997598,
,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.88567469996633,None,22.88567469996633,23.893819299992174,23.859890099964105,24.373706399986986,24.356842199980747,24.856643499981146,24.856643499981146,25.369158099987544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Feb_25_1457,so_be_u_00,3.2.4,58.58759371997598,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.386001300008502,None,25.55721329996595,25.864971000002697,25.864971000002697,26.055718799994793,26.055718799994793,26.156732600007672,26.156732600007672,26.31060939998133,26.31060939998133,26.466055499971844,26.466055499971844,26.62114649999421,26.62114649999421,26.706126299977768,26.706126299977768,27.218359699996654,27.218359699996654,27.73156889999518,27.714166799967643,28.22751369996695,28.21051909995731,28.725740199966822,28.708754499966744,28.862777600006666,29.44575159996748,None,29.630483599961735,None,c,7.747414499986917,31.44335439999122,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Feb_25_1457,so_be_u_00,3.2.4,58.58759371997598,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,29.44575159996748,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Feb_25_1457,so_be_u_00,3.2.4,58.58759371997598,
PlayerA,Paul,images/avatar1.jpg,reciprocate,1,1,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.39410619996488,None,39.39410619996488,None,39.39410619996488,None,3,2.295,"[('5', 0.0), ('4', 1.188), ('3', 1.392), ('3', 2.295)]",0.005501500039827079,None,39.39410619996488,None,41.67933409998659,None,41.67933409998659,None,3,3,0,45.710378999996465,None,45.710378999996465,None,None,45.710378999996465,None,48.700131899968255,None,48.870771799993236,49.38401799998246,,001,2020_Feb_25_1457,so_be_u_00,3.2.4,58.58759371997598,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.65941590000875,None,49.65941590000875,None,49.65941590000875,None,6,2.202,"[('5', 0.0), ('6', 0.768), ('6', 2.202)]",0.013573500036727637,None,49.65941590000875,None,51.87485889997333,None,51.87485889997333,None,9,9,0,55.90123209997546,None,55.90123209997546,None,None,55.90123209997546,None,,,,,,,,,,,
