colour_background.started,colour_background.stopped,textWelcome.started,textWelcome.stopped,keyWelcome.keys,keyWelcome.rt,keyWelcome.started,keyWelcome.stopped,colour_background_2.started,colour_background_2.stopped,textInstructions.started,textInstructions.stopped,keyInstructions.keys,keyInstructions.rt,keyInstructions.started,keyInstructions.stopped,participant,session,date,expName,psychopyVersion,frameRate,
5.535075699997833,None,5.535075699997833,None,right,5.026256799999828,7.508215999998356,None,,,,,,,,,,001,2020_Feb_21_1148,so_be_u_00,3.2.4,58.834673392181244,
,,,,,,,,12.550580099999934,None,12.550580099999934,None,c,2.7458048000007693,14.529826399997546,None,,001,2020_Feb_21_1148,so_be_u_00,3.2.4,58.834673392181244,
