playerId,avatarFile,choiceLabel,actionLabel,actionRound,sliderID,sliderText,sliderLabels,sliderMin,sliderMax,sliderChoices,bufferLoop.thisRepN,bufferLoop.thisTrialN,bufferLoop.thisN,bufferLoop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,sbLoop.thisRepN,sbLoop.thisTrialN,sbLoop.thisN,sbLoop.thisIndex,sliders_1.thisRepN,sliders_1.thisTrialN,sliders_1.thisN,sliders_1.thisIndex,cB_1.started,cB_1.stopped,textWelcome.started,textWelcome.stopped,keyWelcome.keys,keyWelcome.started,keyWelcome.stopped,out_0.keys,out_0.rt,out_0.started,out_0.stopped,cB_2.started,cB_2.stopped,textInstructions.started,textInstructions.stopped,keyInstructions.keys,keyInstructions.started,keyInstructions.stopped,out_1.keys,out_1.rt,out_1.started,out_1.stopped,cB_3.started,cB_3.stopped,textServer.started,textServer.stopped,keyServer.keys,keyServer.started,keyServer.stopped,out_2.keys,out_2.rt,out_2.started,out_2.stopped,cB_4.started,cB_4.stopped,text_1.started,text_1.stopped,text_2.started,text_2.stopped,text_3.started,text_3.stopped,text_4.started,text_4.stopped,cB_5.started,cB_5.stopped,idle.started,idle.stopped,idle_2.started,idle_2.stopped,idle_3.started,idle_3.stopped,idle_4.started,idle_4.stopped,idle_5.started,idle_5.stopped,idle_6.started,idle_6.stopped,idle_7.started,idle_7.stopped,ilde_8.started,ilde_8.stopped,idle_9.started,idle_9.stopped,idle_10.started,idle_10.stopped,idle_11.started,idle_11.stopped,idle_12.started,idle_12.stopped,cB_6.started,cB_6.stopped,sBInstructions.started,sBInstructions.stopped,keySbInstructions.keys,keySbInstructions.started,keySbInstructions.stopped,out_sb.keys,out_sb.rt,out_sb.started,out_sb.stopped,cB_8.started,cB_8.stopped,text.started,text.stopped,imagesbRnd.started,imagesbRnd.stopped,Slider.response,Slider.rt,Slider.history,Slider.started,Slider.stopped,cB_9.started,cB_9.stopped,totalMoney,cbFb.started,cbFb.stopped,textFb.started,textFb.stopped,out_Fb.keys,out_Fb.started,out_Fb.stopped,cbBuf.started,cbBuf.stopped,fixCross.started,fixCross.stopped,cB_11.started,cB_11.stopped,rating.response,rating.rt,rating.started,rating.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,6.60008189996006,None,6.60008189996006,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Feb_24_1205,so_be_u_00,3.2.4,58.73518478042139,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.5357253000256605,6.60008189996006,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Feb_24_1205,so_be_u_00,3.2.4,58.73518478042139,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.152271499973722,None,8.152271499973722,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Feb_24_1205,so_be_u_00,3.2.4,58.73518478042139,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.24096639995696023,8.152271499973722,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Feb_24_1205,so_be_u_00,3.2.4,58.73518478042139,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.409895599994343,None,8.409895599994343,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Feb_24_1205,so_be_u_00,3.2.4,58.73518478042139,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.23879750003106892,8.409895599994343,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Feb_24_1205,so_be_u_00,3.2.4,58.73518478042139,
,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.665417999960482,None,8.665417999960482,9.672082100005355,9.638216399995144,10.149447300005704,10.132505799992941,10.646493899985217,10.646493899985217,11.157237400009762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Feb_24_1205,so_be_u_00,3.2.4,58.73518478042139,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.174223699956201,None,11.346608599997126,11.652020499983337,11.652020499983337,11.857320999959484,11.857320999959484,11.942553800006863,11.942553800006863,12.09634739998728,12.09634739998728,12.249180799990427,12.249180799990427,12.404541999974754,12.404541999974754,12.50735089997761,12.50735089997761,13.002643199986778,13.002643199986778,13.513512999983504,13.496410899970215,14.008404699969105,14.008404699969105,14.51954939996358,14.502555199956987,14.656817999959458,15.168848400004208,None,15.33872539998265,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Feb_24_1205,so_be_u_00,3.2.4,58.73518478042139,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.4436950000235811,15.168848400004208,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Feb_24_1205,so_be_u_00,3.2.4,58.73518478042139,
Paul,images/avatar1.jpg,reciprocate,1,1,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.814567299967166,None,15.814567299967166,None,15.814567299967166,None,5,0.678,"[('5', 0.0), ('5', 0.678)]",0.014609209960326552,None,16.495405599998776,None,5,17.0247199999867,None,17.0247199999867,None,None,17.0247199999867,None,19.002894899982493,None,19.172785400005523,19.68472560000373,,,,,,,,001,2020_Feb_24_1205,so_be_u_00,3.2.4,58.73518478042139,
Paul,images/avatar1.jpg,reciprocate,1,1,1,How much do you like Paul?,"not at all, very much",1,7,1 2 3 4 5 6 7,,,,,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.95720750000328,None,2,2.697,0.0015495300176553428,None,,001,2020_Feb_24_1205,so_be_u_00,3.2.4,58.73518478042139,
Paul,images/avatar1.jpg,reciprocate,1,1,2,How much do you want to continue playing with Paul?,"not at all, very much",1,7,1 2 3 4 5 6 7,,,,,0,0,0,0,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.701773699955083,None,5,1.247,0.00235192000400275,None,,001,2020_Feb_24_1205,so_be_u_00,3.2.4,58.73518478042139,
Paul,images/avatar1.jpg,reciprocate,1,1,3,How much do you like Lukas?,"not at all, very much",1,7,1 2 3 4 5 6 7,,,,,0,0,0,0,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.996203299961053,None,5,0.861,0.005640519957523793,None,,001,2020_Feb_24_1205,so_be_u_00,3.2.4,58.73518478042139,
Paul,images/avatar1.jpg,reciprocate,1,1,4,How much do you want to continue playing with Lukas?,"not at all, very much",1,7,1 2 3 4 5 6 7,,,,,0,0,0,0,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.900668199989013,None,3,1.455,0.005544419982470572,None,,001,2020_Feb_24_1205,so_be_u_00,3.2.4,58.73518478042139,
Paul,images/avatar1.jpg,reciprocate,1,1,5,How do you feel?,"negative, positive",1,7,1 2 3 4 5 6 7,,,,,0,0,0,0,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.399534599971958,None,5,1.186,0.0074413200491108,None,,001,2020_Feb_24_1205,so_be_u_00,3.2.4,58.73518478042139,
Paul,images/avatar1.jpg,reciprocate,1,1,6,How activated are you right now?,"low, high",1,7,1 2 3 4 5 6 7,,,,,0,0,0,0,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.627155800000764,None,5,1.371,0.005184420035220683,None,,001,2020_Feb_24_1205,so_be_u_00,3.2.4,58.73518478042139,
Paul,images/avatar1.jpg,reciprocate,1,1,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.00903279997874,None,,,,,,,,,,,,,,,,,,,,001,2020_Feb_24_1205,so_be_u_00,3.2.4,58.73518478042139,
